paper_id,pmid,year,title,abstract_excerpt,collection_route,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-42149727,42149727,2026,Cas9(+) conditionally immortalized neutrophil progenitors as a tool for genome-wide CRISPR screening for neutrophil differentiation and function.,"Neutrophils are short-lived cells of the innate immune system that play numerous roles in defense against infection, regulation of immune responses, tissue damage and repair, autoimmunity, and other non-communicable diseases. Understanding neutrophil function at a mechanistic...",hpmi_grant_query,HPMI,,,,crispr_screen;genome_editing,data_or_analysis,candidate,relevant host-pathogen/pathway terms matched: crispr,high,recent HPMI paper with relevant terms: crispr screen,pending,
pmid-42134328,42134328,2026,Coronavirus protein interaction mapping in bat and human cells reveals network rewiring governing immune evasion and zoonotic potential.,"Coronaviruses, including severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), can cause severe disease in humans, whereas reservoir hosts such as horseshoe bats remain asymptomatic. To investigate how host-specific protein-protein interactions (PPIs) influence infecti...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus;influenza,protein_interaction_mapping;proteomics,primary_research,high,explicit cross-virus/shared-host language: comparative,high,"recent HPMI paper with relevant terms: virus, sars, cov",pending,
pmid-41700894,41700894,2026,Harnessing evolution: leveraging bacterial isoprenoid pathway diversity toward improved bioengineering strategies.,"Isoprenoids play vital roles in all domains of life, from beta-carotene in bacteria to heme in humans. Two distinct metabolic pathways have evolved to synthesize the critical precursor of all mature isoprenoids: the mevalonate (MEV) and the methylerythritol phosphate (MEP) pat...",hpmi_grant_query,HPMI,,,,,primary_research,candidate,relevant host-pathogen/pathway terms matched: pathway,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-41688792,41688792,2026,Membrane-associated effluxosomes coordinate multi-metal resistance in Mycobacterium tuberculosis.,"Bacterial pathogens must withstand metal-induced stress during infection, yet the mechanisms by which they sense and respond to toxic metal ions remain incompletely understood. Here, we uncover a previously unrecognized mechanism in Mycobacterium tuberculosis, the causative ag...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,influenza,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: interaction, tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-41676649,41676649,2026,Regulation of virion production by the ORF8 signal peptide across SARS-CoV-2 variants.,"The open reading frame 8 (ORF8), an accessory protein of SARS-CoV-2, is prone to deletions and mutations across different viral variants, which was first described in several Singapore variants. The reason why viral evolution favors loss or inactivation of ORF8 is not fully un...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",high,"recent HPMI paper with relevant terms: virus, viral, sars, cov",pending,
pmid-41648602,41648602,2026,Amplified genome editing by in vivo editor production.,"Genome editing enzymes have vast therapeutic potential. However, achieving sufficient delivery in vivo remains a major challenge, because editing machinery is confined to the subset of transfectable cells in a tissue. Here, we tested the possibility that genome editing could b...",hpmi_grant_query,HPMI,,,,genome_editing,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-41555498,41555498,2026,textToKnowledgeGraph: generation of molecular interaction knowledge graphs using large language models for exploration in Cytoscape.,"MOTIVATION: Knowledge graphs (KGs) are powerful tools for structuring and analyzing biological information due to their ability to represent data and improve queries across heterogeneous datasets. However, constructing KGs from unstructured literature remains challenging due t...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,candidate,relevant host-pathogen/pathway terms matched: interaction,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-41231971,41231971,2026,Recurrent acquisition of nuclease-protease pairs in antiviral immunity.,"Antiviral immune systems diversify by integrating new genes into existing pathways, creating new mechanisms of viral resistance. We identified genes encoding a predicted nuclease paired with a trypsin-like protease repeatedly acquired by multiple, otherwise unrelated antiviral...",hpmi_grant_query,HPMI,,,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: viral, pathway",high,recent HPMI paper with relevant terms: viral,pending,
pmid-41392175,41392175,2025,A non-spike nucleocapsid R204P mutation in SARS-CoV-2 Omicron XEC enhances inflammation and pathogenicity.,"The global circulation of SARS-CoV-2 in human populations has driven the emergence of Omicron subvariants, which have become highly diversified through recombination. In late 2024, SARS-CoV-2 Omicron XEC variant emerged from the recombination of two JN.1 progeny, KS.1.1 and KP...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant host-pathogen/pathway terms matched: viral,high,"recent HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-41256720,41256720,2025,Genome-wide screen in Mycobacterium tuberculosis infected macrophages reveals innate regulation of antibacterial mediators by IRF2.,"Controlling Mycobacterium tuberculosis (Mtb) infection requires a precisely balanced host inflammatory response. Too little inflammation leads to uncontrolled bacterial growth but exacerbated inflammation, activated by mediators such as TNF and type I IFN, inhibits effective a...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,influenza,crispr_screen,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: crispr, tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-41249169,41249169,2025,Characterizing and controlling CRISPR repair outcomes in nondividing human cells.,"Genome editing is poised to revolutionize treatment of genetic diseases, but poor understanding and control of DNA repair outcomes hinders its therapeutic potential. DNA repair is especially understudied in nondividing cells like neurons, limiting the efficiency and precision...",hpmi_grant_query,HPMI,,,,genome_editing,primary_research,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-41208107,41208107,2025,Shared and distinct responses of human and murine alveolar macrophages and monocyte-derived macrophages to Mycobacterium tuberculosis.,"Macrophages are important sites of bacterial replication and host immune responses during Mycobacterium tuberculosis (Mtb) infection with distinct roles for alveolar macrophages (AMs) early in infection and monocyte-derived macrophages (MDMs) later in disease. Here, we leverag...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-41171885,41171885,2025,Mycobacterium tuberculosis triggers reduced inflammatory cytokine responses and virulence in mice lacking Tax1bp1.,"Host responses - autophagy, cell death, and inflammation - limit the growth of bacterial pathogens while minimizing tissue damage. During the early stages of infection, Mycobacterium tuberculosis (Mtb) thwarts these and other innate immune defense mechanisms in alveolar macrop...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: host factor, tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-41165411,41165411,2025,The mevalonate pathway of isoprenoid biosynthesis supports metabolic flexibility in Mycobacterium marinum.,"Isoprenoids are a diverse class of natural products that are essential in all domains of life. Most bacteria synthesize isoprenoids through either the methylerythritol phosphate (MEP) pathway or the mevalonate (MEV) pathway, while a small subset encodes both pathways, includin...",hpmi_grant_query,HPMI,,mycobacterium_marinum,,,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: host-pathogen, pathway, mycobacterium",high,"recent HPMI paper with relevant terms: host-pathogen, mycobacterium",pending,
pmid-41034576,41034576,2025,A miniature CRISPR-Cas10 enzyme confers immunity by inhibitory signalling.,"Microbial and viral co-evolution has created immunity mechanisms involving oligonucleotide signalling that share mechanistic features with human antiviral systems1. In these pathways, including cyclic oligonucleotide-based antiphage signalling systems (CBASSs) and type III CRI...",hpmi_grant_query,HPMI,,,influenza,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral, crispr",high,"recent HPMI paper with relevant terms: virus, viral",pending,
pmid-40777401,40777401,2025,Human iPSC derived alveolar macrophages reveal macrophage subtype specific functions of itaconate in M. tuberculosis host defense.,"Mycobacterium tuberculosis (Mtb) must survive within multiple macrophage populations during infection, including alveolar macrophages (AM) and recruited inflammatory macrophages. In mice, itaconate, produced in macrophages by ACOD1 mediated decarboxylation of aconitate, has di...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: host pathogen, tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: host pathogen, tuberculosis, mycobacterium",pending,
pmid-40777357,40777357,2025,textToKnowledgeGraph: Generation of Molecular Interaction Knowledge Graphs Using Large Language Models for Exploration in Cytoscape.,"MOTIVATION: Knowledge graphs (KGs) are powerful tools for structuring and analyzing biological information due to their ability to represent data and improve queries across heterogeneous datasets. However, constructing KGs from unstructured literature remains challenging due t...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,candidate,relevant host-pathogen/pathway terms matched: interaction,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-40766380,40766380,2025,"An unusual genetic switch controls Mycobacterium avium pathogenesis, antibiotic resistance and colony morphology.","Mycobacterium avium subspecies hominissuis (Mah) is an emerging environmental pathogen highly adapted to a wide range of niches, from treated water systems to mammalian tissues. On solid media, Mah forms two distinct colony morphologies, smooth transparent (SmT) and smooth opa...",hpmi_grant_query,HPMI,,,,transcriptomics,primary_research,candidate,"relevant host-pathogen/pathway terms matched: pathway, mycobacterium",high,recent HPMI paper with relevant terms: mycobacterium,pending,
pmid-40672248,40672248,2025,The mevalonate pathway of isoprenoid biosynthesis supports metabolic flexibility in Mycobacterium marinum.,"Isoprenoids are a diverse class of natural products that are essential in all domains of life. Most bacteria synthesize isoprenoids through either the methylerythritol phosphate (MEP) pathway or the mevalonate (MEV) pathway, while a small subset encodes both pathways, includin...",hpmi_grant_query,HPMI,,mycobacterium_marinum,,,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: pathway, mycobacterium",high,recent HPMI paper with relevant terms: mycobacterium,pending,
pmid-40671523,40671523,2025,Directed evolution expands CRISPR-Cas12a genome-editing capacity.,"CRISPR-Cas12a enzymes are versatile RNA-guided genome-editing tools with applications encompassing viral diagnosis, agriculture, and human therapeutics. However, their dependence on a 5'-TTTV-3' protospacer adjacent motif (PAM) next to DNA target sequences restricts Cas12a's g...",hpmi_grant_query,HPMI,,,,genome_editing,primary_research,candidate,"relevant host-pathogen/pathway terms matched: viral, crispr",high,recent HPMI paper with relevant terms: viral,pending,
pmid-40654677,40654677,2025,Improving RNA Secondary Structure Prediction Through Expanded Training Data.,"In recent years, deep learning has revolutionized protein structure prediction, achieving remarkable speed and accuracy. RNA structure prediction, however, has lagged behind. Although several methods have shown some success in predicting RNA secondary and tertiary structures,...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-40579228,40579228,2025,Inference of differential kinase interaction networks with KINference.,MOTIVATION: Differential kinase interaction networks (DKINs) are networks containing kinase-substrate links that are differentially active between two conditions. Existing methods are either able to predict condition-agnostic kinase-substrate links or condition-specific differ...,hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,proteomics,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, interaction, pathway",high,"recent HPMI paper with relevant terms: virus, sars, cov",pending,
pmid-40502047,40502047,2025,A non-spike nucleocapsid R204P mutation in SARS-CoV-2 Omicron XEC enhances inflammation and pathogenicity.,"The global circulation of SARS-CoV-2 in human populations has driven the emergence of Omicron subvariants, which have become highly diversified through recombination. In late 2024, SARS-CoV-2 Omicron XEC variant emerged from the recombination of two JN.1 progeny, KS.1.1 and KP...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant host-pathogen/pathway terms matched: viral,high,"recent HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-40436823,40436823,2025,WNK1 mediates M-CSF-induced macropinocytosis to enforce macrophage lineage fidelity.,"Tissue-resident macrophages (TRM) are critical for mammalian organismal development and homeostasis. Here we report that with-no-lysine 1 (WNK1) controls myeloid progenitor fate, with Csf1riCre-mediated Wnk1 deletion in mice (WNK1-deficient mice) resulting in loss of TRMs and...",hpmi_grant_query,HPMI,,,,,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-40402573,40402573,2025,Myeloid cell genome-wide screen identifies variants associated with Mycobacterium tuberculosis-induced cytokine transcriptional responses.,"Immune and clinical outcomes to Mycobacterium tuberculosis (Mtb) infection vary greatly between individuals, yet the underlying genetic and cellular mechanisms driving this heterogeneity remain poorly understood. We performed a cellular genome-wide association study to identif...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,transcriptomics,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: pathway, tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-40163530,40163530,2025,Enhanced RNA replication and pathogenesis in recent SARS-CoV-2 variants harboring the L260F mutation in NSP6.,"The COVID-19 pandemic has been driven by SARS-CoV-2 variants with enhanced transmission and immune escape. Apart from extensive evolution in the Spike protein, non-Spike mutations are accumulating across the entire viral genome and their functional impact is not well understoo...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant host-pathogen/pathway terms matched: viral,high,"recent HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-40093075,40093075,2025,Shared and distinct responses of human and murine alveolar macrophages and monocyte-derived macrophages to Mycobacterium tuberculosis.,"Macrophages serve as important sites of bacterial replication and host immune response during Mycobacterium tuberculosis (Mtb) infection with distinct roles for alveolar macrophages (AMs) early in infection and monocyte-derived (MDMs) during later stages of disease. Here, we l...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-40025722,40025722,2025,Affinity Purification Mass Spectrometry on the Orbitrap-Astral Mass Spectrometer Enables High-Throughput Protein-Protein Interaction Mapping.,"Classical proteomics experiments offer high-throughput protein quantification but lack direct evidence of the spatial organization of the proteome, including protein-protein interaction (PPIs) networks. While affinity purification mass spectrometry (AP-MS) is the method of cho...",hpmi_grant_query,HPMI,,,,protein_interaction_mapping;proteomics,methods,candidate,"relevant host-pathogen/pathway terms matched: viral, interaction, proteome",high,"recent HPMI paper with relevant terms: viral, interaction map",pending,
pmid-39990302,39990302,2025,Mutational scanning of TnpB reveals latent activity for genome editing.,"TnpB is a diverse family of RNA-guided endonucleases associated with prokaryotic transposons. Due to their small size and putative evolutionary relationship to CRISPR-Cas12, TnpB enzymes hold significant potential for genome editing. However, most TnpBs lack robust gene editin...",hpmi_grant_query,HPMI,,,,genome_editing,data_or_analysis,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-39969084,39969084,2025,Torsional twist of the SARS-CoV and SARS-CoV-2 SUD-N and SUD-M domains.,"Coronavirus non-structural protein 3 (nsp3) forms hexameric crowns of pores in the double membrane vesicle that houses the replication-transcription complex. Nsp3 in SARS-like viruses has three unique domains absent in other coronavirus nsp3 proteins. Two of these, SUD-N (Macr...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,structural_biology,primary_research,high,explicit cross-virus/shared-host language: comparative,high,"recent HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-39966655,39966655,2025,Single-molecule live-cell RNA imaging with CRISPR-Csm.,"Understanding the diverse dynamic behaviors of individual RNA molecules in single cells requires visualizing them at high resolution in real time. However, single-molecule live-cell imaging of unmodified endogenous RNA has not yet been achieved in a generalizable manner. Here,...",hpmi_grant_query,HPMI,,,influenza,,methods,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-39747192,39747192,2025,Functional protein mining with conformal guarantees.,"Molecular structure prediction and homology detection offer promising paths to discovering protein function and evolutionary relationships. However, current approaches lack statistical reliability assurances, limiting their practical utility for selecting proteins for further...",hpmi_grant_query,HPMI,,,,structural_biology,methods,unknown,no explicit cross-virus or strong host-mechanism terms matched,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-39698811,39698811,2025,CRISPR-Cas12a bends DNA to destabilize base pairs during target interrogation.,"RNA-guided endonucleases are involved in processes ranging from adaptive immunity to site-specific transposition and have revolutionized genome editing. CRISPR-Cas9, -Cas12 and related proteins use guide RNAs to recognize ∼20-nucleotide target sites within genomic DNA by mecha...",hpmi_grant_query,HPMI,,,influenza,structural_biology;genome_editing,primary_research,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-39415058,39415058,2025,Lung and liver editing by lipid nanoparticle delivery of a stable CRISPR-Cas9 ribonucleoprotein.,"Lipid nanoparticle (LNP) delivery of clustered regularly interspaced short palindromic repeat (CRISPR) ribonucleoproteins (RNPs) could enable high-efficiency, low-toxicity and scalable in vivo genome editing if efficacious RNP-LNP complexes can be reliably produced. Here we en...",hpmi_grant_query,HPMI,,,,genome_editing,primary_research,candidate,"relevant host-pathogen/pathway terms matched: viral, crispr",high,recent HPMI paper with relevant terms: viral,pending,
pmid-38979269,38979269,2025,Neuronal DNA repair reveals strategies to influence CRISPR editing outcomes.,"Genome editing is poised to revolutionize treatment of genetic diseases, but poor understanding and control of DNA repair outcomes hinders its therapeutic potential. DNA repair is especially understudied in nondividing cells like neurons, which must withstand decades of DNA da...",hpmi_grant_query,HPMI,,,influenza,genome_editing,primary_research,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,pending,
pmid-39763950,39763950,2024,Tax1bp1 enhances bacterial virulence and promotes inflammatory responses during Mycobacterium tuberculosis infection of alveolar macrophages.,"Crosstalk between autophagy, host cell death, and inflammatory host responses to bacterial pathogens enables effective innate immune responses that limit bacterial growth while minimizing coincidental host damage. Mycobacterium tuberculosis (Mtb) thwarts innate immune defense...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: viral, tuberculosis, mycobacterium",medium,"older HPMI paper with relevant terms: viral, tuberculosis, mycobacterium",pending,
pmid-39638800,39638800,2024,RNA language models predict mutations that improve RNA function.,"Structured RNA lies at the heart of many central biological processes, from gene expression to catalysis. RNA structure prediction is not yet possible due to a lack of high-quality reference data associated with organismal phenotypes that could inform RNA function. We present...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-39571001,39571001,2024,SARS-CoV-2 evolution balances conflicting roles of N protein phosphorylation.,"All lineages of SARS-CoV-2, the coronavirus responsible for the COVID-19 pandemic, contain mutations between amino acids 199 and 205 in the nucleocapsid (N) protein that are associated with increased infectivity. The effects of these mutations have been difficult to determine...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,proteomics,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral, sars, cov",pending,
pmid-39547210,39547210,2024,Discovery and significance of protein-protein interactions in health and disease.,"The identification of individual protein-protein interactions (PPIs) began more than 40 years ago, using protein affinity chromatography and antibody co-immunoprecipitation. As new technologies emerged, analysis of PPIs increased to a genome-wide scale with the introduction of...",hpmi_grant_query,HPMI,,,,protein_interaction_mapping;proteomics;structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-39488835,39488835,2024,Protocol for mapping differential protein-protein interaction networks using affinity purification-mass spectrometry.,"Proteins congregate into complexes to perform diverse cellular functions. Protein complexes are remodeled by protein-coding mutations or cellular signaling changes, driving phenotypic outcomes in health and disease. We present an affinity purification-mass spectrometry (AP-MS)...",hpmi_grant_query,HPMI,,,,protein_interaction_mapping;proteomics,methods,candidate,relevant host-pathogen/pathway terms matched: interaction,low,no strong HPMI literature-priority keywords matched,pending,
pmid-39395413,39395413,2024,Genome integrity sensing by the broad-spectrum Hachiman antiphage defense complex.,"Hachiman is a broad-spectrum antiphage defense system of unknown function. We show here that Hachiman is a heterodimeric nuclease-helicase complex, HamAB. HamA, previously a protein of unknown function, is the effector nuclease. HamB is the sensor helicase. HamB constrains Ham...",hpmi_grant_query,HPMI,,,,,primary_research,high,explicit cross-virus/shared-host language: broad-spectrum,low,no strong HPMI literature-priority keywords matched,pending,
pmid-39198650,39198650,2024,Tuberculosis in otherwise healthy adults with inherited TNF deficiency.,"Severe defects in human IFNγ immunity predispose individuals to both Bacillus Calmette-Guérin disease and tuberculosis, whereas milder defects predispose only to tuberculosis1. Here we report two adults with recurrent pulmonary tuberculosis who are homozygous for a private los...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: tuberculosis, mycobacterium",medium,"older HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-39198643,39198643,2024,Fibrin drives thromboinflammation and neuropathology in COVID-19.,"Life-threatening thrombotic events and neurological symptoms are prevalent in COVID-19 and are persistent in patients with long COVID experiencing post-acute sequelae of SARS-CoV-2 infection1-4. Despite the clinical evidence1,5-7, the underlying mechanisms of coagulopathy in C...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,medium,"older HPMI paper with relevant terms: sars, cov",pending,
pmid-39197447,39197447,2024,Animal and bacterial viruses share conserved mechanisms of immune evasion.,"Animal and bacterial cells sense and defend against viral infections using evolutionarily conserved antiviral signaling pathways. Here, we show that viruses overcome host signaling using mechanisms of immune evasion that are directly shared across the eukaryotic and prokaryoti...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral",pending,
pmid-39187718,39187718,2024,Birth of protein folds and functions in the virome.,"The rapid evolution of viruses generates proteins that are essential for infectivity and replication but with unknown functions, due to extreme sequence divergence1. Here, using a database of 67,715 newly predicted protein structures from 4,463 eukaryotic viral species, we fou...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral",pending,
pmid-39131396,39131396,2024,CRISPR-Cas12a bends DNA to destabilize base pairs during target interrogation.,"RNA-guided endonucleases are involved in processes ranging from adaptive immunity to site-specific transposition and have revolutionized genome editing. CRISPR-Cas9, -Cas12 and related proteins use guide RNAs to recognize ~20-nucleotide target sites within genomic DNA by mecha...",hpmi_grant_query,HPMI,,,influenza,structural_biology;genome_editing,primary_research,candidate,relevant host-pathogen/pathway terms matched: crispr,low,no strong HPMI literature-priority keywords matched,pending,
pmid-39024454,39024454,2024,Multiscale photocatalytic proximity labeling reveals cell surface neighbors on and between cells.,"Proximity labeling proteomics (PLP) strategies are powerful approaches to yield snapshots of protein neighborhoods. Here, we describe a multiscale PLP method with adjustable resolution that uses a commercially available photocatalyst, Eosin Y, which upon visible light illumina...",hpmi_grant_query,HPMI,,,,protein_interaction_mapping;proteomics,methods,candidate,relevant host-pathogen/pathway terms matched: interactome,low,no strong HPMI literature-priority keywords matched,pending,
