paper_id,pmid,year,title,abstract_excerpt,collection_route,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-33501437,33501437,2021,Host-directed therapies against early-lineage SARS-CoV-2 retain efficacy against B.1.1.7 variant.,"Coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in millions of deaths worldwide and massive societal and economic burden. Recently, a new variant of SARS-CoV-2, known as B.1.1.7, was first detected in th...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral, sars, cov",pending,
pmid-33495306,33495306,2021,Plitidepsin has potent preclinical efficacy against SARS-CoV-2 by targeting the host protein eEF1A.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) viral proteins interact with the eukaryotic translation machinery, and inhibitors of translation have potent antiviral effects. We found that the drug plitidepsin (aplidin), which has limited clinical approval, posse...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,,data_or_analysis,candidate,relevant host-pathogen/pathway terms matched: viral,medium,"older HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-33464917,33464917,2021,Proteomic Approaches to Study SARS-CoV-2 Biology and COVID-19 Pathology.,"The novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the causative agent of coronavirus disease 2019 (COVID-19), was declared a pandemic infection in March 2020. As of December 2020, two COVID-19 vaccines have been authorized for emergency use by the U.S. Fo...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,protein_interaction_mapping;proteomics;structural_biology,review,candidate,"relevant host-pathogen/pathway terms matched: virus, interaction",medium,"older HPMI paper with relevant terms: virus, sars, cov",pending,
pmid-33434350,33434350,2021,Mass spectrometry-based protein-protein interaction networks for the study of human diseases.,A better understanding of the molecular mechanisms underlying disease is key for expediting the development of novel therapeutic interventions. Disease mechanisms are often mediated by interactions between proteins. Insights into the physical rewiring of protein-protein intera...,hpmi_grant_query,HPMI,,,,protein_interaction_mapping;proteomics,review,candidate,relevant host-pathogen/pathway terms matched: interaction,low,no strong HPMI literature-priority keywords matched,pending,
pmid-33333024,33333024,2021,Genetic Screens Identify Host Factors for SARS-CoV-2 and Common Cold Coronaviruses.,The Coronaviridae are a family of viruses that cause disease in humans ranging from mild respiratory infection to potentially lethal acute respiratory distress syndrome. Finding host factors common to multiple coronaviruses could facilitate the development of therapies to comb...,hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,crispr_screen,primary_research,candidate,"relevant host-pathogen/pathway terms matched: viral, crispr",medium,"older HPMI paper with relevant terms: viral, sars, cov, respiratory infection",pending,
pmid-33328654,33328654,2021,Controlling and enhancing CRISPR systems.,Many bacterial and archaeal organisms use clustered regularly interspaced short palindromic repeats-CRISPR associated (CRISPR-Cas) systems to defend themselves from mobile genetic elements. These CRISPR-Cas systems are classified into six types based on their composition and m...,hpmi_grant_query,HPMI,,,,genome_editing,review,candidate,relevant host-pathogen/pathway terms matched: crispr,low,no strong HPMI literature-priority keywords matched,pending,
pmid-33082574,33082574,2021,Bi-paratopic and multivalent VH domains block ACE2 binding and neutralize SARS-CoV-2.,"Neutralizing agents against SARS-CoV-2 are urgently needed for the treatment and prophylaxis of COVID-19. Here, we present a strategy to rapidly identify and assemble synthetic human variable heavy (VH) domains toward neutralizing epitopes. We constructed a VH-phage library an...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,structural_biology,primary_research,candidate,relevant host-pathogen/pathway terms matched: virus,medium,"older HPMI paper with relevant terms: virus, sars, cov",pending,
pmid-33303586,33303586,2020,Genetic interaction mapping informs integrative structure determination of protein complexes.,"Determining structures of protein complexes is crucial for understanding cellular functions. Here, we describe an integrative structure determination approach that relies on in vivo measurements of genetic interactions. We construct phenotypic profiles for point mutations cros...",hpmi_grant_query,HPMI,,,,structural_biology,methods,candidate,relevant host-pathogen/pathway terms matched: interaction,low,no strong HPMI literature-priority keywords matched,pending,
pmid-33154106,33154106,2020,An ultrapotent synthetic nanobody neutralizes SARS-CoV-2 by stabilizing inactive Spike.,The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus enters host cells via an interaction between its Spike protein and the host cell receptor angiotensin-converting enzyme 2 (ACE2). By screening a yeast surface-displayed library of synthetic nanobody sequenc...,hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, interaction",medium,"older HPMI paper with relevant terms: virus, sars, cov",pending,
pmid-33097660,33097660,2020,SARS-CoV-2 Orf6 hijacks Nup98 to block STAT nuclear import and antagonize interferon signaling.,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the causative agent of the ongoing coronavirus disease 2019 (COVID-19) pandemic that is a serious global health problem. Evasion of IFN-mediated antiviral signaling is a common defense strategy that pathogenic vir...,hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,transcriptomics,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral, sars, cov",pending,
pmid-33060197,33060197,2020,Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms.,"The COVID-19 pandemic, caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is a grave threat to public health and the global economy. SARS-CoV-2 is closely related to the more lethal but less transmissible coronaviruses SARS-CoV-1 and Middle East respirator...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,protein_interaction_mapping;structural_biology,primary_research,high,"explicit cross-virus/shared-host language: comparative, pan-viral",medium,"older HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-32995787,32995787,2020,Functional genomic screens identify human host factors for SARS-CoV-2 and common cold coronaviruses.,The Coronaviridae are a family of viruses that causes disease in humans ranging from mild respiratory infection to potentially lethal acute respiratory distress syndrome. Finding host factors that are common to multiple coronaviruses could facilitate the development of therapi...,hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,crispr_screen,primary_research,candidate,"relevant host-pathogen/pathway terms matched: viral, crispr",medium,"older HPMI paper with relevant terms: viral, sars, cov, respiratory infection",pending,
pmid-32913054,32913054,2020,General and robust covalently linked graphene oxide affinity grids for high-resolution cryo-EM.,"Affinity grids have great potential to facilitate rapid preparation of even quite impure samples in single-particle cryo-electron microscopy (EM). Yet despite the promising advances of affinity grids over the past decades, no single strategy has demonstrated general utility. H...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-32855547,32855547,2020,Evaluation of SARS-CoV-2 serology assays reveals a range of test performance.,"Appropriate use and interpretation of serological tests for assessments of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) exposure, infection and potential immunity require accurate data on assay performance. We conducted a head-to-head evaluation of ten point-of...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,medium,"older HPMI paper with relevant terms: sars, cov",pending,
pmid-32785687,32785687,2020,Crippling life support for SARS-CoV-2 and other viruses through synthetic lethality.,"With the rapid global spread of SARS-CoV-2, we have become acutely aware of the inadequacies of our ability to respond to viral epidemics. Although disrupting the viral life cycle is critical for limiting viral spread and disease, it has proven challenging to develop targeted...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral, sars, cov",pending,
pmid-32763915,32763915,2020,A molecular pore spans the double membrane of the coronavirus replication organelle.,"Coronavirus genome replication is associated with virus-induced cytosolic double-membrane vesicles, which may provide a tailored microenvironment for viral RNA synthesis in the infected cell. However, it is unclear how newly synthesized genomes and messenger RNAs can travel fr...",hpmi_grant_query,HPMI,,,coronavirus,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral",pending,
pmid-32719457,32719457,2020,Structural basis of CD4 downregulation by HIV-1 Nef.,The HIV-1 Nef protein suppresses multiple immune surveillance mechanisms to promote viral pathogenesis and is an attractive target for the development of novel therapeutics. A key function of Nef is to remove the CD4 receptor from the cell surface by hijacking clathrin- and ad...,hpmi_grant_query,HPMI,,,hiv,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: virus, viral",medium,"older HPMI paper with relevant terms: virus, viral",pending,
pmid-32645325,32645325,2020,The Global Phosphorylation Landscape of SARS-CoV-2 Infection.,"The causative agent of the coronavirus disease 2019 (COVID-19) pandemic, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has infected millions and killed hundreds of thousands of people worldwide, highlighting an urgent need to develop antiviral therapies. Here w...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,proteomics,primary_research,candidate,relevant host-pathogen/pathway terms matched: viral,medium,"older HPMI paper with relevant terms: viral, sars, cov",pending,
pmid-32511329,32511329,2020,A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing.,"An outbreak of the novel coronavirus SARS-CoV-2, the causative agent of COVID-19 respiratory disease, has infected over 290,000 people since the end of 2019, killed over 12,000, and caused worldwide social and economic disruption1,2. There are currently no antiviral drugs with...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,protein_interaction_mapping;proteomics,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: virus, viral, interaction, dependency",medium,"older HPMI paper with relevant terms: virus, viral, sars, cov, interaction map",pending,
pmid-32444466,32444466,2020,The Landscape of Human Cancer Proteins Targeted by SARS-CoV-2.,"The mapping of SARS-CoV-2 human protein-protein interactions by Gordon and colleagues revealed druggable targets that are hijacked by the virus. Here, we highlight several oncogenic pathways identified at the host-virus interface of SARS-CoV-2 to enable cancer biologists to ap...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov,protein_interaction_mapping,primary_research,candidate,relevant host-pathogen/pathway terms matched: virus,medium,"older HPMI paper with relevant terms: virus, sars, cov",pending,
pmid-32353859,32353859,2020,A SARS-CoV-2 protein interaction map reveals targets for drug repurposing.,"A newly described coronavirus named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which is the causative agent of coronavirus disease 2019 (COVID-19), has infected over 2.3 million people, led to the death of more than 160,000 individuals and caused worldwide s...",hpmi_grant_query,HPMI,,,sars-cov-2;sars-cov;coronavirus,protein_interaction_mapping;proteomics,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: viral, interaction",medium,"older HPMI paper with relevant terms: viral, sars, cov, interaction map",pending,
pmid-32084337,32084337,2020,A Quantitative Genetic Interaction Map of HIV Infection.,"We have developed a platform for quantitative genetic interaction mapping using viral infectivity as a functional readout and constructed a viral host-dependency epistasis map (vE-MAP) of 356 human genes linked to HIV function, comprising >63,000 pairwise genetic perturbations...",hpmi_grant_query,HPMI,,,hiv,,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: viral, interaction, dependency, pathway",medium,"older HPMI paper with relevant terms: viral, interaction map",pending,
pmid-32060427,32060427,2020,A systems approach to infectious disease.,"Ongoing social, political and ecological changes in the 21st century have placed more people at risk of life-threatening acute and chronic infections than ever before. The development of new diagnostic, prophylactic, therapeutic and curative strategies is critical to address t...",hpmi_grant_query,HPMI,,,,,primary_research,candidate,relevant host-pathogen/pathway terms matched: host-pathogen,medium,older HPMI paper with relevant terms: host-pathogen,pending,
pmid-31951200,31951200,2020,Dynamic post-translational modification profiling of Mycobacterium tuberculosis-infected primary macrophages.,"Macrophages are highly plastic cells with critical roles in immunity, cancer, and tissue homeostasis, but how these distinct cellular fates are triggered by environmental cues is poorly understood. To uncover how primary murine macrophages respond to bacterial pathogens, we gl...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,proteomics,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: proteome, tuberculosis, mycobacterium",medium,"older HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-31866389,31866389,2020,Amino and PEG-amino graphene oxide grids enrich and protect samples for high-resolution single particle cryo-electron microscopy.,"Cryo-EM samples prepared using traditional methods often suffer from too few particles, poor particle distribution, strongly biased orientation, or damage from the air-water interface. Here we report that functionalization of graphene oxide (GO) coated grids with amino groups...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-31886769,31886769,2019,The structure of the endogenous ESX-3 secretion system.,"The ESX (or Type VII) secretion systems are protein export systems in mycobacteria and many Gram-positive bacteria that mediate a broad range of functions including virulence, conjugation, and metabolic regulation. These systems translocate folded dimers of WXG100-superfamily...",hpmi_grant_query,HPMI,,,,structural_biology,primary_research,candidate,relevant host-pathogen/pathway terms matched: mycobacterium,medium,older HPMI paper with relevant terms: mycobacterium,pending,
pmid-31546247,31546247,2019,Release from UNC93B1 reinforces the compartmentalized activation of select TLRs.,Nucleic acid-sensing Toll-like receptors (TLRs) are subject to complex regulation to facilitate the recognition of microbial DNA and RNA while limiting the recognition of an organism's own nucleic acids1. Failure to properly regulate these TLRs can lead to autoimmune and autoi...,hpmi_grant_query,HPMI,,,,,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-31546246,31546246,2019,UNC93B1 recruits syntenin-1 to dampen TLR7 signalling and prevent autoimmunity.,"At least two members of the Toll-like receptor (TLR) family, TLR7 and TLR9, can recognize self-RNA and self-DNA, respectively. Despite the structural and functional similarities between these receptors, their contributions to autoimmune diseases such as systemic lupus erythema...",hpmi_grant_query,HPMI,,,,proteomics;structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-31540829,31540829,2019,Systematic Identification of Host Cell Regulators of Legionella pneumophila Pathogenesis Using a Genome-wide CRISPR Screen.,"During infection, Legionella pneumophila translocates over 300 effector proteins into the host cytosol, allowing the pathogen to establish an endoplasmic reticulum (ER)-like Legionella-containing vacuole (LCV) that supports bacterial replication. Here, we perform a genome-wide...",hpmi_grant_query,HPMI,,legionella_pneumophila,,crispr_screen;genome_editing,data_or_analysis,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,older HPMI paper with relevant terms: crispr screen,pending,
pmid-31359007,31359007,2019,Large dataset enables prediction of repair after CRISPR-Cas9 editing in primary T cells.,"Understanding of repair outcomes after Cas9-induced DNA cleavage is still limited, especially in primary human cells. We sequence repair outcomes at 1,656 on-target genomic sites in primary human T cells and use these data to train a machine learning model, which we have calle...",hpmi_grant_query,HPMI,,,,genome_editing,primary_research,candidate,relevant host-pathogen/pathway terms matched: crispr,low,no strong HPMI literature-priority keywords matched,pending,
pmid-31253590,31253590,2019,ARIH2 Is a Vif-Dependent Regulator of CUL5-Mediated APOBEC3G Degradation in HIV Infection.,"The Cullin-RING E3 ligase (CRL) family is commonly hijacked by pathogens to redirect the host ubiquitin proteasome machinery to specific targets. During HIV infection, CRL5 is hijacked by HIV Vif to target viral restriction factors of the APOBEC3 family for ubiquitination and...",hpmi_grant_query,HPMI,,,hiv,proteomics,primary_research,candidate,relevant host-pathogen/pathway terms matched: viral,medium,older HPMI paper with relevant terms: viral,pending,
pmid-31239378,31239378,2019,Two Accessory Proteins Govern MmpL3 Mycolic Acid Transport in Mycobacteria.,"Mycolic acids are the signature lipid of mycobacteria and constitute an important physical component of the cell wall, a target of mycobacterium-specific antibiotics and a mediator of Mycobacterium tuberculosis pathogenesis. Mycolic acids are synthesized in the cytoplasm and a...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,structural_biology,primary_research,candidate,"relevant host-pathogen/pathway terms matched: tuberculosis, mycobacterium",medium,"older HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-31204998,31204998,2019,Cas9(+) conditionally-immortalized macrophages as a tool for bacterial pathogenesis and beyond.,"Macrophages play critical roles in immunity, development, tissue repair, and cancer, but studies of their function have been hampered by poorly-differentiated tumor cell lines and genetically-intractable primary cells. Here we report a facile system for genome editing in non-t...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,genome_editing,primary_research,candidate,"relevant host-pathogen/pathway terms matched: tuberculosis, mycobacterium",medium,"older HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-30878356,30878356,2019,DDOT: A Swiss Army Knife for Investigating Data-Driven Biological Ontologies.,"Systems biology requires not only genome-scale data but also methods to integrate these data into interpretable models. Previously, we developed approaches that organize omics data into a structured hierarchy of cellular components and pathways, called a ""data-driven ontology....",hpmi_grant_query,HPMI,,,hiv,structural_biology,primary_research,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
pmid-30833725,30833725,2019,Identification of antiviral roles for the exon-junction complex and nonsense-mediated decay in flaviviral infection.,"West Nile virus (WNV) is an emerging mosquito-borne flavivirus, related to dengue virus and Zika virus. To gain insight into host pathways involved in WNV infection, we performed a systematic affinity-tag purification mass spectrometry (APMS) study to identify 259 WNV-interact...",hpmi_grant_query,HPMI,,,influenza;dengue;zika,proteomics,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: virus, viral, interaction",medium,"older HPMI paper with relevant terms: virus, viral, dengue, zika",pending,
pmid-30550790,30550790,2018,Comparative Flavivirus-Host Protein Interaction Mapping Reveals Mechanisms of Dengue and Zika Virus Pathogenesis.,"Mosquito-borne flaviviruses, including dengue virus (DENV) and Zika virus (ZIKV), are a growing public health concern. Systems-level analysis of how flaviviruses hijack cellular processes through virus-host protein-protein interactions (PPIs) provides information about their r...",hpmi_grant_query,HPMI,,,dengue;zika,protein_interaction_mapping;proteomics,primary_research,high,explicit cross-virus/shared-host language: comparative,medium,"older HPMI paper with relevant terms: virus, dengue, zika",pending,
pmid-30550789,30550789,2018,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,"Ebola virus (EBOV) infection often results in fatal illness in humans, yet little is known about how EBOV usurps host pathways during infection. To address this, we used affinity tag-purification mass spectrometry (AP-MS) to generate an EBOV-host protein-protein interaction (P...",hpmi_grant_query,HPMI,,,,protein_interaction_mapping;proteomics;structural_biology,data_or_analysis,candidate,"relevant host-pathogen/pathway terms matched: virus, viral, interaction",medium,"older HPMI paper with relevant terms: virus, viral",pending,
pmid-30174294,30174294,2018,Mycobacterial Mutagenesis and Drug Resistance Are Controlled by Phosphorylation- and Cardiolipin-Mediated Inhibition of the RecA Coprotease.,"Infection with Mycobacterium tuberculosis continues to cause substantial human mortality, in part because of the emergence of antimicrobial resistance. Antimicrobial resistance in tuberculosis is solely the result of chromosomal mutations that modify drug activators or targets...",hpmi_grant_query,HPMI,,mycobacterium_tuberculosis,,proteomics,primary_research,candidate,"relevant host-pathogen/pathway terms matched: tuberculosis, mycobacterium",medium,"older HPMI paper with relevant terms: tuberculosis, mycobacterium",pending,
pmid-30017701,30017701,2018,A simple and robust procedure for preparing graphene-oxide cryo-EM grids.,"Graphene oxide (GO) sheets have been used successfully as a supporting substrate film in several recent cryogenic electron-microscopy (cryo-EM) studies of challenging biological macromolecules. However, difficulties in preparing GO-covered holey carbon EM grids have limited th...",hpmi_grant_query,HPMI,,,,structural_biology,methods,unknown,no explicit cross-virus or strong host-mechanism terms matched,low,no strong HPMI literature-priority keywords matched,pending,
