paper_id,pmid,source_collection,parse_source_type,pdf_path,xml_path,normalized_json_path,parse_status,section_count,body_word_count,parser_warnings
pmid-26362267,26362267,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26362267.pdf,papers/fulltext/parsed/pmc_xml/PMC4753773.xml,papers/fulltext/parsed/normalized/26362267.json,cached_normalized,11,5560,
pmid-26329395,26329395,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26329395.pdf,papers/fulltext/parsed/pmc_xml/PMC4816045.xml,papers/fulltext/parsed/normalized/26329395.json,cached_normalized,10,5804,
pmid-26312481,26312481,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26312481.pdf,papers/fulltext/parsed/pmc_xml/PMC4552029.xml,papers/fulltext/parsed/normalized/26312481.json,cached_normalized,10,5673,
pmid-26265177,26265177,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-26265177.pdf,,papers/fulltext/parsed/normalized/26265177.json,cached_normalized,20,4328,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-26223644,26223644,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26223644.pdf,papers/fulltext/parsed/pmc_xml/PMC4580164.xml,papers/fulltext/parsed/normalized/26223644.json,cached_normalized,0,0,PMC XML body missing.
pmid-26223639,26223639,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26223639.pdf,papers/fulltext/parsed/pmc_xml/PMC4580178.xml,papers/fulltext/parsed/normalized/26223639.json,cached_normalized,0,0,PMC XML body missing.
pmid-26178989,26178989,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26178989.pdf,papers/fulltext/parsed/pmc_xml/PMC4577919.xml,papers/fulltext/parsed/normalized/26178989.json,cached_normalized,0,0,PMC XML body missing.
pmid-26153856,26153856,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26153856.pdf,papers/fulltext/parsed/pmc_xml/PMC8323779.xml,papers/fulltext/parsed/normalized/26153856.json,cached_normalized,1,145,
pmid-26118995,26118995,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26118995.pdf,papers/fulltext/parsed/pmc_xml/PMC4540348.xml,papers/fulltext/parsed/normalized/26118995.json,cached_normalized,20,4885,
pmid-26083367,26083367,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26083367.pdf,papers/fulltext/parsed/pmc_xml/PMC4471197.xml,papers/fulltext/parsed/normalized/26083367.json,cached_normalized,15,7507,
pmid-26046437,26046437,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26046437.pdf,papers/fulltext/parsed/pmc_xml/PMC4503237.xml,papers/fulltext/parsed/normalized/26046437.json,cached_normalized,12,4564,
pmid-25984567,25984567,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25984567.pdf,papers/fulltext/parsed/pmc_xml/PMC4426349.xml,papers/fulltext/parsed/normalized/25984567.json,cached_normalized,21,5842,
pmid-25966783,25966783,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25966783.pdf,papers/fulltext/parsed/pmc_xml/PMC4553127.xml,papers/fulltext/parsed/normalized/25966783.json,cached_normalized,0,0,PMC XML body missing.
pmid-25616068,25616068,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25616068.pdf,papers/fulltext/parsed/pmc_xml/PMC4305532.xml,papers/fulltext/parsed/normalized/25616068.json,cached_normalized,15,5607,
pmid-25590154,25590154,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25590154.pdf,papers/fulltext/parsed/pmc_xml/PMC4347440.xml,papers/fulltext/parsed/normalized/25590154.json,cached_normalized,0,0,PMC XML body missing.
pmid-25511110,25511110,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-25511110.pdf,,papers/fulltext/parsed/normalized/25511110.json,cached_normalized,13,3275,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-25403732,25403732,pi-backlog,,,,,missing_local_pdf,0,0,local PDF missing
pmid-25389186,25389186,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25389186.pdf,papers/fulltext/parsed/pmc_xml/PMC4336859.xml,papers/fulltext/parsed/normalized/25389186.json,cached_normalized,0,0,PMC XML body missing.
pmid-25007846,25007846,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-25007846.pdf,,papers/fulltext/parsed/normalized/25007846.json,cached_normalized,5,2587,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-26038505,26038505,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-26038505.pdf,papers/fulltext/parsed/pmc_xml/PMC4317638.xml,papers/fulltext/parsed/normalized/26038505.json,cached_normalized,10,2985,
pmid-25381252,25381252,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25381252.pdf,papers/fulltext/parsed/pmc_xml/PMC4276846.xml,papers/fulltext/parsed/normalized/25381252.json,cached_normalized,0,0,PMC XML body missing.
pmid-25378627,25378627,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-25378627.pdf,,papers/fulltext/parsed/normalized/25378627.json,cached_normalized,3,1951,Using canonical paper title over GROBID TEI title.
pmid-25211074,25211074,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25211074.pdf,papers/fulltext/parsed/pmc_xml/PMC4176702.xml,papers/fulltext/parsed/normalized/25211074.json,cached_normalized,19,5057,
pmid-25201897,25201897,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-25201897.pdf,,papers/fulltext/parsed/normalized/25201897.json,cached_normalized,13,4725,Using canonical paper title over GROBID TEI title.
pmid-25199792,25199792,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-25199792.pdf,,papers/fulltext/parsed/normalized/25199792.json,cached_normalized,12,2832,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-25161197,25161197,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25161197.pdf,papers/fulltext/parsed/pmc_xml/PMC4223482.xml,papers/fulltext/parsed/normalized/25161197.json,cached_normalized,0,0,PMC XML body missing.
pmid-25057006,25057006,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-25057006.pdf,papers/fulltext/parsed/pmc_xml/PMC4134964.xml,papers/fulltext/parsed/normalized/25057006.json,cached_normalized,13,3467,
pmid-24843188,24843188,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24843188.pdf,papers/fulltext/parsed/pmc_xml/PMC4023284.xml,papers/fulltext/parsed/normalized/24843188.json,cached_normalized,15,2915,
pmid-24817247,24817247,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24817247.pdf,papers/fulltext/parsed/pmc_xml/PMC4016004.xml,papers/fulltext/parsed/normalized/24817247.json,cached_normalized,16,3777,
pmid-24802635,24802635,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24802635.pdf,papers/fulltext/parsed/pmc_xml/PMC4068255.xml,papers/fulltext/parsed/normalized/24802635.json,cached_normalized,17,5879,
pmid-24760882,24760882,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24760882.pdf,papers/fulltext/parsed/pmc_xml/PMC4054419.xml,papers/fulltext/parsed/normalized/24760882.json,cached_normalized,0,0,PMC XML body missing.
pmid-24725954,24725954,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24725954.pdf,papers/fulltext/parsed/pmc_xml/PMC7111987.xml,papers/fulltext/parsed/normalized/24725954.json,cached_normalized,17,5292,
pmid-24692634,24692634,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24692634.pdf,papers/fulltext/parsed/pmc_xml/PMC3977358.xml,papers/fulltext/parsed/normalized/24692634.json,cached_normalized,15,4194,
pmid-24643253,24643253,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24643253.pdf,papers/fulltext/parsed/pmc_xml/PMC3958477.xml,papers/fulltext/parsed/normalized/24643253.json,cached_normalized,18,5617,
pmid-24586175,24586175,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24586175.pdf,papers/fulltext/parsed/pmc_xml/PMC3937324.xml,papers/fulltext/parsed/normalized/24586175.json,cached_normalized,19,7030,
pmid-24573470,24573470,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-24573470.pdf,,papers/fulltext/parsed/normalized/24573470.json,cached_normalized,12,5499,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-24284630,24284630,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24284630.pdf,papers/fulltext/parsed/pmc_xml/PMC4077721.xml,papers/fulltext/parsed/normalized/24284630.json,cached_normalized,12,2516,
pmid-24271400,24271400,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24271400.pdf,papers/fulltext/parsed/pmc_xml/PMC3965011.xml,papers/fulltext/parsed/normalized/24271400.json,cached_normalized,17,4625,
pmid-24237697,24237697,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24237697.pdf,papers/fulltext/parsed/pmc_xml/PMC3904747.xml,papers/fulltext/parsed/normalized/24237697.json,cached_normalized,15,5541,
pmid-24098102,24098102,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-24098102.pdf,papers/fulltext/parsed/pmc_xml/PMC3789770.xml,papers/fulltext/parsed/normalized/24098102.json,cached_normalized,18,6066,
pmid-23903830,23903830,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23903830.pdf,papers/fulltext/parsed/pmc_xml/PMC3807383.xml,papers/fulltext/parsed/normalized/23903830.json,cached_normalized,0,0,PMC XML body missing.
pmid-23825951,23825951,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23825951.pdf,papers/fulltext/parsed/pmc_xml/PMC3694860.xml,papers/fulltext/parsed/normalized/23825951.json,cached_normalized,19,6225,
pmid-23749869,23749869,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23749869.pdf,papers/fulltext/parsed/pmc_xml/PMC3696746.xml,papers/fulltext/parsed/normalized/23749869.json,cached_normalized,0,0,PMC XML body missing.
pmid-23593007,23593007,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23593007.pdf,papers/fulltext/parsed/pmc_xml/PMC3623766.xml,papers/fulltext/parsed/normalized/23593007.json,cached_normalized,25,6370,
pmid-23578028,23578028,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23578028.pdf,papers/fulltext/parsed/pmc_xml/PMC4056341.xml,papers/fulltext/parsed/normalized/23578028.json,cached_normalized,11,6345,
pmid-23509259,23509259,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23509259.pdf,papers/fulltext/parsed/pmc_xml/PMC3619328.xml,papers/fulltext/parsed/normalized/23509259.json,cached_normalized,0,0,PMC XML body missing.
pmid-23420847,23420847,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23420847.pdf,papers/fulltext/parsed/pmc_xml/PMC3617291.xml,papers/fulltext/parsed/normalized/23420847.json,cached_normalized,0,0,PMC XML body missing.
pmid-23389801,23389801,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-23389801.pdf,,papers/fulltext/parsed/normalized/23389801.json,cached_normalized,17,7550,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-23145065,23145065,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23145065.pdf,papers/fulltext/parsed/pmc_xml/PMC3492183.xml,papers/fulltext/parsed/normalized/23145065.json,cached_normalized,10,4219,
pmid-23063562,23063562,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23063562.pdf,papers/fulltext/parsed/pmc_xml/PMC3625992.xml,papers/fulltext/parsed/normalized/23063562.json,cached_normalized,12,6158,
pmid-23041628,23041628,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-23041628.pdf,papers/fulltext/parsed/pmc_xml/PMC3484433.xml,papers/fulltext/parsed/normalized/23041628.json,cached_normalized,0,0,PMC XML body missing.
pmid-22993153,22993153,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22993153.pdf,papers/fulltext/parsed/pmc_xml/PMC3497675.xml,papers/fulltext/parsed/normalized/22993153.json,cached_normalized,0,0,PMC XML body missing.
pmid-22932902,22932902,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22932902.pdf,papers/fulltext/parsed/pmc_xml/PMC3488050.xml,papers/fulltext/parsed/normalized/22932902.json,cached_normalized,0,0,PMC XML body missing.
pmid-22855494,22855494,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22855494.pdf,papers/fulltext/parsed/pmc_xml/PMC3457171.xml,papers/fulltext/parsed/normalized/22855494.json,cached_normalized,0,0,PMC XML body missing.
pmid-22778433,22778433,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22778433.pdf,papers/fulltext/parsed/pmc_xml/PMC3409765.xml,papers/fulltext/parsed/normalized/22778433.json,cached_normalized,0,0,PMC XML body missing.
pmid-22718633,22718633,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22718633.pdf,papers/fulltext/parsed/pmc_xml/PMC4111641.xml,papers/fulltext/parsed/normalized/22718633.json,cached_normalized,14,4091,
pmid-22618536,22618536,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22618536.pdf,papers/fulltext/parsed/pmc_xml/PMC3400954.xml,papers/fulltext/parsed/normalized/22618536.json,cached_normalized,0,0,PMC XML body missing.
pmid-22590727,22590727,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-22590727.pdf,,papers/fulltext/parsed/normalized/22590727.json,cached_normalized,14,6097,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-22419161,22419161,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22419161.pdf,papers/fulltext/parsed/pmc_xml/PMC3598589.xml,papers/fulltext/parsed/normalized/22419161.json,cached_normalized,6,3109,
pmid-22323229,22323229,pi-backlog,,,,,missing_local_pdf,0,0,local PDF missing
pmid-22260278,22260278,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22260278.pdf,papers/fulltext/parsed/pmc_xml/PMC3345175.xml,papers/fulltext/parsed/normalized/22260278.json,cached_normalized,17,3452,
pmid-22217077,22217077,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22217077.pdf,papers/fulltext/parsed/pmc_xml/PMC3284387.xml,papers/fulltext/parsed/normalized/22217077.json,cached_normalized,14,2743,
pmid-22183533,22183533,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22183533.pdf,papers/fulltext/parsed/pmc_xml/PMC3386294.xml,papers/fulltext/parsed/normalized/22183533.json,cached_normalized,21,2787,
pmid-22084242,22084242,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22084242.pdf,papers/fulltext/parsed/pmc_xml/PMC3256921.xml,papers/fulltext/parsed/normalized/22084242.json,cached_normalized,0,0,PMC XML body missing.
pmid-21963794,21963794,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21963794.pdf,papers/fulltext/parsed/pmc_xml/PMC3410985.xml,papers/fulltext/parsed/normalized/21963794.json,cached_normalized,19,4621,
pmid-22190037,22190037,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-22190037.pdf,papers/fulltext/parsed/pmc_xml/PMC3310910.xml,papers/fulltext/parsed/normalized/22190037.json,cached_normalized,1,129,
pmid-21956618,21956618,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21956618.pdf,papers/fulltext/parsed/pmc_xml/PMC3329222.xml,papers/fulltext/parsed/normalized/21956618.json,cached_normalized,17,4544,
pmid-21917972,21917972,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21917972.pdf,papers/fulltext/parsed/pmc_xml/PMC3209325.xml,papers/fulltext/parsed/normalized/21917972.json,cached_normalized,0,0,PMC XML body missing.
pmid-21909097,21909097,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21909097.pdf,papers/fulltext/parsed/pmc_xml/PMC3329801.xml,papers/fulltext/parsed/normalized/21909097.json,cached_normalized,13,4757,
pmid-21885739,21885739,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21885739.pdf,papers/fulltext/parsed/pmc_xml/PMC3179104.xml,papers/fulltext/parsed/normalized/21885739.json,cached_normalized,0,0,PMC XML body missing.
pmid-21876670,21876670,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21876670.pdf,papers/fulltext/parsed/pmc_xml/PMC3158049.xml,papers/fulltext/parsed/normalized/21876670.json,cached_normalized,17,5605,
pmid-21852950,21852950,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21852950.pdf,papers/fulltext/parsed/pmc_xml/PMC3154844.xml,papers/fulltext/parsed/normalized/21852950.json,cached_normalized,20,7210,
pmid-21846828,21846828,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21846828.pdf,papers/fulltext/parsed/pmc_xml/PMC3157893.xml,papers/fulltext/parsed/normalized/21846828.json,cached_normalized,20,4132,
pmid-21823622,21823622,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21823622.pdf,papers/fulltext/parsed/pmc_xml/PMC3199332.xml,papers/fulltext/parsed/normalized/21823622.json,cached_normalized,12,2851,
pmid-21670211,21670211,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21670211.pdf,papers/fulltext/parsed/pmc_xml/PMC3115789.xml,papers/fulltext/parsed/normalized/21670211.json,cached_normalized,7,5376,
pmid-21593271,21593271,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21593271.pdf,papers/fulltext/parsed/pmc_xml/PMC3353386.xml,papers/fulltext/parsed/normalized/21593271.json,cached_normalized,0,0,PMC XML body missing.
pmid-21483486,21483486,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21483486.pdf,papers/fulltext/parsed/pmc_xml/PMC3068995.xml,papers/fulltext/parsed/normalized/21483486.json,cached_normalized,19,8443,
pmid-21464929,21464929,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21464929.pdf,papers/fulltext/parsed/pmc_xml/PMC3065461.xml,papers/fulltext/parsed/normalized/21464929.json,cached_normalized,16,5748,
pmid-21275375,21275375,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21275375.pdf,papers/fulltext/parsed/pmc_xml/PMC3043370.xml,papers/fulltext/parsed/normalized/21275375.json,cached_normalized,7,1953,
pmid-21245900,21245900,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21245900.pdf,papers/fulltext/parsed/pmc_xml/PMC7096819.xml,papers/fulltext/parsed/normalized/21245900.json,cached_normalized,1,1150,
pmid-21097780,21097780,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21097780.pdf,papers/fulltext/parsed/pmc_xml/PMC3013688.xml,papers/fulltext/parsed/normalized/21097780.json,cached_normalized,19,4658,
pmid-21075352,21075352,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-21075352.pdf,papers/fulltext/parsed/pmc_xml/PMC3310429.xml,papers/fulltext/parsed/normalized/21075352.json,cached_normalized,18,7849,
pmid-20943654,20943654,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20943654.pdf,papers/fulltext/parsed/pmc_xml/PMC3009927.xml,papers/fulltext/parsed/normalized/20943654.json,cached_normalized,0,0,PMC XML body missing.
pmid-20935628,20935628,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20935628.pdf,papers/fulltext/parsed/pmc_xml/PMC3431199.xml,papers/fulltext/parsed/normalized/20935628.json,cached_normalized,1,1589,
pmid-20844044,20844044,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20844044.pdf,papers/fulltext/parsed/pmc_xml/PMC2977876.xml,papers/fulltext/parsed/normalized/20844044.json,cached_normalized,0,0,PMC XML body missing.
pmid-20844032,20844032,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20844032.pdf,papers/fulltext/parsed/pmc_xml/PMC2977874.xml,papers/fulltext/parsed/normalized/20844032.json,cached_normalized,0,0,PMC XML body missing.
pmid-20617177,20617177,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20617177.pdf,papers/fulltext/parsed/pmc_xml/PMC2895659.xml,papers/fulltext/parsed/normalized/20617177.json,cached_normalized,19,7533,
pmid-20610653,20610653,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20610653.pdf,papers/fulltext/parsed/pmc_xml/PMC2910841.xml,papers/fulltext/parsed/normalized/20610653.json,cached_normalized,16,4455,
pmid-20534531,20534531,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20534531.pdf,papers/fulltext/parsed/pmc_xml/PMC2895125.xml,papers/fulltext/parsed/normalized/20534531.json,cached_normalized,0,0,PMC XML body missing.
pmid-20406818,20406818,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20406818.pdf,papers/fulltext/parsed/pmc_xml/PMC2888438.xml,papers/fulltext/parsed/normalized/20406818.json,cached_normalized,20,5407,
pmid-20406241,20406241,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-20406241.pdf,,papers/fulltext/parsed/normalized/20406241.json,cached_normalized,11,1982,Using canonical paper title over GROBID TEI title.; Using canonical paper abstract over GROBID TEI abstract.
pmid-20357099,20357099,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20357099.pdf,papers/fulltext/parsed/pmc_xml/PMC2876584.xml,papers/fulltext/parsed/normalized/20357099.json,cached_normalized,0,0,PMC XML body missing.
pmid-20219937,20219937,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20219937.pdf,papers/fulltext/parsed/pmc_xml/PMC2863827.xml,papers/fulltext/parsed/normalized/20219937.json,cached_normalized,0,0,PMC XML body missing.
pmid-20140252,20140252,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20140252.pdf,papers/fulltext/parsed/pmc_xml/PMC2815782.xml,papers/fulltext/parsed/normalized/20140252.json,cached_normalized,12,6046,
pmid-20140189,20140189,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20140189.pdf,papers/fulltext/parsed/pmc_xml/PMC2816688.xml,papers/fulltext/parsed/normalized/20140189.json,cached_normalized,15,4794,
pmid-20071582,20071582,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20071582.pdf,papers/fulltext/parsed/pmc_xml/PMC2838087.xml,papers/fulltext/parsed/normalized/20071582.json,cached_normalized,0,0,PMC XML body missing.
pmid-20027183,20027183,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20027183.pdf,papers/fulltext/parsed/pmc_xml/PMC2862546.xml,papers/fulltext/parsed/normalized/20027183.json,cached_normalized,3,301,
pmid-19927307,19927307,pi-backlog,,,,,missing_local_pdf,0,0,local PDF missing
pmid-20011113,20011113,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-20011113.pdf,papers/fulltext/parsed/pmc_xml/PMC2781298.xml,papers/fulltext/parsed/normalized/20011113.json,cached_normalized,20,7843,
pmid-19845314,19845314,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19845314.pdf,papers/fulltext/parsed/pmc_xml/PMC2790034.xml,papers/fulltext/parsed/normalized/19845314.json,cached_normalized,25,8824,
pmid-19812322,19812322,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19812322.pdf,papers/fulltext/parsed/pmc_xml/PMC2802851.xml,papers/fulltext/parsed/normalized/19812322.json,cached_normalized,0,0,PMC XML body missing.
pmid-19730696,19730696,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19730696.pdf,papers/fulltext/parsed/pmc_xml/PMC2731838.xml,papers/fulltext/parsed/normalized/19730696.json,cached_normalized,13,4946,
pmid-19706713,19706713,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19706713.pdf,papers/fulltext/parsed/pmc_xml/PMC2753112.xml,papers/fulltext/parsed/normalized/19706713.json,cached_normalized,0,0,PMC XML body missing.
pmid-19625461,19625461,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19625461.pdf,papers/fulltext/parsed/pmc_xml/PMC2888313.xml,papers/fulltext/parsed/normalized/19625461.json,cached_normalized,0,0,PMC XML body missing.
pmid-19617271,19617271,pi-backlog,,,,,missing_local_pdf,0,0,local PDF missing
pmid-19587024,19587024,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19587024.pdf,papers/fulltext/parsed/pmc_xml/PMC2909824.xml,papers/fulltext/parsed/normalized/19587024.json,cached_normalized,0,0,PMC XML body missing.
pmid-19521506,19521506,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19521506.pdf,papers/fulltext/parsed/pmc_xml/PMC2688073.xml,papers/fulltext/parsed/normalized/19521506.json,cached_normalized,14,5522,
pmid-19472362,19472362,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19472362.pdf,papers/fulltext/parsed/pmc_xml/PMC2774440.xml,papers/fulltext/parsed/normalized/19472362.json,cached_normalized,0,0,PMC XML body missing.
pmid-19454348,19454348,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19454348.pdf,papers/fulltext/parsed/pmc_xml/PMC2737813.xml,papers/fulltext/parsed/normalized/19454348.json,cached_normalized,13,5041,
pmid-19381286,19381286,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19381286.pdf,papers/fulltext/parsed/pmc_xml/PMC2667270.xml,papers/fulltext/parsed/normalized/19381286.json,cached_normalized,16,4643,
pmid-19279106,19279106,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19279106.pdf,papers/fulltext/parsed/pmc_xml/PMC2681973.xml,papers/fulltext/parsed/normalized/19279106.json,cached_normalized,0,0,PMC XML body missing.
pmid-19233204,19233204,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19233204.pdf,papers/fulltext/parsed/pmc_xml/PMC2680734.xml,papers/fulltext/parsed/normalized/19233204.json,cached_normalized,26,7312,
pmid-19218453,19218453,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19218453.pdf,papers/fulltext/parsed/pmc_xml/PMC2642661.xml,papers/fulltext/parsed/normalized/19218453.json,cached_normalized,0,0,PMC XML body missing.
pmid-19019947,19019947,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-19019947.pdf,papers/fulltext/parsed/pmc_xml/PMC2620888.xml,papers/fulltext/parsed/normalized/19019947.json,cached_normalized,0,0,PMC XML body missing.
pmid-18948282,18948282,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-18948282.pdf,papers/fulltext/parsed/pmc_xml/PMC2686492.xml,papers/fulltext/parsed/normalized/18948282.json,cached_normalized,20,3092,
pmid-18854154,18854154,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-18854154.pdf,papers/fulltext/parsed/pmc_xml/PMC2628946.xml,papers/fulltext/parsed/normalized/18854154.json,cached_normalized,19,5261,
pmid-18835315,18835315,pi-backlog,pdf_grobid,papers/fulltext/inventory/manual/pmid-18835315.pdf,,papers/fulltext/parsed/normalized/18835315.json,cached_normalized,9,2676,Using canonical paper title over GROBID TEI title.
pmid-18832340,18832340,pi-backlog,pmc_xml,papers/fulltext/inventory/oa/pmid-18832340.pdf,papers/fulltext/parsed/pmc_xml/PMC2578807.xml,papers/fulltext/parsed/normalized/18832340.json,cached_normalized,0,0,PMC XML body missing.
