paper_id,title,pmid,doi,year,journal,source_collections,in_current_program,in_hpmi,in_pi_backlog,center,pi_candidates,paper_status
pmid-20211142,An atlas of combinatorial transcriptional regulation in mouse and man.,20211142,10.1016/j.cell.2010.01.044,2010,Cell,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-20210555,Bacterial-platelet interactions: virulence meets host defense.,20210555,10.2217/fmb.09.112,2010,Future microbiology,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-20206646,Acute respiratory toxicity following inhalation exposure to soman in guinea pigs.,20206646,10.1016/j.taap.2010.02.016,2010,Toxicology and applied pharmacology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-20203283,Influenza virus receptor specificity: disease and transmission.,20203283,10.2353/ajpath.2010.100066,2010,The American journal of pathology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20201534,Persistent spectral hole-burning in the R(1) line of Cr(3+)-doped NaMg[Al(oxalate)(3)].9(H(2)O/D(2)O) induced by resonant energy transfer.,20201534,10.1021/jp9120832,2010,The journal of physical chemistry. A,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-20198550,[Ortner syndrome].,20198550,10.1055/s-0029-1245231,2010,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-20197593,[Organization of emergency medical service for acute myocardial infarction in Iceland].,20197593,10.17992/lbl.2010.03.277,2010,Laeknabladid,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-20186993,Temporal trends in the use of drug-eluting stents for approved and off-label indications: a longitudinal analysis of a large multicenter percutaneous coronary intervention registry.,20186993,10.1002/clc.20717,2010,Clinical cardiology,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-20186731,Fabrication and characterization of a biomimetic composite scaffold for bone defect repair.,20186731,10.1002/jbm.a.32703,2010,Journal of biomedical materials research. Part A,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-20181699,PB1-F2 expression by the 2009 pandemic H1N1 influenza virus has minimal impact on virulence in animal models.,20181699,10.1128/JVI.02717-09,2010,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20180726,Suicide in selected occupations in Queensland: evidence from the State suicide register.,20180726,10.3109/00048670903487142,2010,The Australian and New Zealand journal of psychiatry,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-20180593,Structural study of mixed crystals of [Zn(1-x)Ru(x)(bpy)(3)][NaCr(ox)(3)] probed by high-resolution absorption spectroscopy and high-pressure experiments.,20180593,10.1021/ic902514w,2010,Inorganic chemistry,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-20180133,85-kDa protein of Trypanosoma cruzi purified by affinity chromatography used in the multiple antigen binding assay (MABA) for the diagnosis of T. cruzi infection in a Venezuelan rural community.,20180133,10.1007/s00436-010-1773-6,2010,Parasitology research,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-20154361,"Inflammation and insulin resistance induced by trans-10, cis-12 conjugated linoleic acid depend on intracellular calcium levels in primary cultures of human adipocytes.",20154361,10.1194/jlr.M005447,2010,Journal of lipid research,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-20152835,Glucocorticosteroids increase cell entry by hepatitis C virus.,20152835,10.1053/j.gastro.2010.02.004,2010,Gastroenterology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-20144218,Development and Evaluation of a Psychosocial Intervention for Children and Teenagers Experiencing Diabetes (DEPICTED): a protocol for a cluster randomised controlled trial of the effectiveness of a communication skills training programme for healthcare professionals working with young people with type 1 diabetes.,20144218,10.1186/1472-6963-10-36,2010,BMC health services research,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-20140252,Complete-proteome mapping of human influenza A adaptive mutations: implications for human transmissibility of zoonotic strains.,20140252,10.1371/journal.pone.0009025,2010,PloS one,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20140189,The overlap of small molecule and protein binding sites within families of protein structures.,20140189,10.1371/journal.pcbi.1000668,2010,PLoS computational biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-20132877,Metabolic activation capacity by primary hepatocytes expands the applicability of the embryonic stem cell test as alternative to experimental animal testing.,20132877,10.1016/j.reprotox.2010.01.009,2010,"Reproductive toxicology (Elmsford, N.Y.)",pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-20127601,Fulminant hepatic failure due to chemotherapy-induced hepatitis B reactivation: role of rituximab.,20127601,10.1055/s-0028-1109782,2010,Zeitschrift fur Gastroenterologie,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-20126456,Evaluation of skeletal and cardiac muscle function after chronic administration of thymosin beta-4 in the dystrophin deficient mouse.,20126456,10.1371/journal.pone.0008976,2010,PloS one,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-20126449,Protection of mice against lethal challenge with 2009 H1N1 influenza A virus by 1918-like and classical swine H1N1 based vaccines.,20126449,10.1371/journal.ppat.1000745,2010,PLoS pathogens,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20110702,Very mild to severe dementia and mortality: A 14-year follow-up - The Odense study.,20110702,10.1159/000265553,2010,Dementia and geriatric cognitive disorders,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-20107122,A low-affinity antagonist reveals saturation and desensitization in mature synapses in the auditory brain stem.,20107122,10.1152/jn.00751.2009,2010,Journal of neurophysiology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-20106931,The NS5 protein of the virulent West Nile virus NY99 strain is a potent antagonist of type I interferon-mediated JAK-STAT signaling.,20106931,10.1128/JVI.01161-09,2010,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20071582,Phosphorylation-mediated negative regulation of RIG-I antiviral activity.,20071582,10.1128/JVI.02241-09,2010,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20052701,An electrochemical and photophysical study of a covalently linked inorganic-organic dyad.,20052701,10.1002/cphc.200900728,2010,Chemphyschem : a European journal of chemical physics and physical chemistry,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-20052679,Comparison of human solute carriers.,20052679,10.1002/pro.320,2010,Protein science : a publication of the Protein Society,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-20036532,Effectiveness of inoculation with isolated Geobacillus strains in the thermophilic stage of vegetable waste composting.,20036532,10.1016/j.biortech.2009.11.095,2010,Bioresource technology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-20027183,Human host factors required for influenza virus replication.,20027183,10.1038/nature08699,2010,Nature,pi-backlog,no,no,yes,,Adolfo Garcia-Sastre;Trey Ideker,metadata_ingested
pmid-20020828,Innate immune evasion strategies of influenza viruses.,20020828,10.2217/fmb.09.108,2010,Future microbiology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20013024,Platelets in defense against bacterial pathogens.,20013024,10.1007/s00018-009-0210-4,2010,Cellular and molecular life sciences : CMLS,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-20007327,Bayesian network analysis of targeting interactions in chromatin.,20007327,10.1101/gr.098822.109,2010,Genome research,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-19962410,Co-translational membrane insertion of mitochondrially encoded proteins.,19962410,10.1016/j.bbamcr.2009.11.010,2010,Biochimica et biophysica acta,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19958830,Application of atomic force microscopy and ultrasonic resonator technology on nanoscale: distinction of nanoemulsions from nanocapsules.,19958830,10.1016/j.ejps.2009.11.009,2010,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-19939929,Immunization with live attenuated influenza viruses that express altered NS1 proteins results in potent and protective memory CD8+ T-cell responses.,19939929,10.1128/JVI.01317-09,2010,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19939917,Hemagglutinin-pseudotyped green fluorescent protein-expressing influenza viruses for the detection of influenza virus neutralizing antibodies.,19939917,10.1128/JVI.01433-09,2010,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19927307,Psychiatric syndromes in individuals with chromosome 18 abnormalities.,19927307,10.1002/ajmg.b.31047,2010,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-19889930,1918 and 2009 H1N1 influenza viruses are not pathogenic in birds.,19889930,10.1099/vir.0.016246-0,2010,The Journal of general virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19882216,Induction of type I interferon by RNA viruses: cellular receptors and their substrates.,19882216,10.1007/s00726-009-0374-0,2010,Amino acids,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19879300,An enzymatic virus-like particle assay for sensitive detection of virus entry.,19879300,10.1016/j.jviromet.2009.10.020,2010,Journal of virological methods,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19847161,Dissociable control of impulsivity in rats by dopamine d2/3 receptors in the core and shell subregions of the nucleus accumbens.,19847161,10.1038/npp.2009.162,2010,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-19839731,Adjuvant effect of aqueous extract of Rhodiola imbricata rhizome on the immune responses to tetanus toxoid and ovalbumin in rats.,19839731,10.3109/08923970903503668,2010,Immunopharmacology and immunotoxicology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-19828604,Transmission of pandemic H1N1 influenza virus and impact of prior exposure to seasonal strains or interferon treatment.,19828604,10.1128/JVI.01732-09,2010,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19690078,Application of stereological estimates in patients with severe head injuries using CT and MR scanning images.,19690078,10.1259/bjr/18575224,2010,The British journal of radiology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-19570632,"Diagnostic accuracy of 64-slice multidetector CT for detection of in-stent restenosis in an unselected, consecutive patient population.",19570632,10.1016/j.ejrad.2009.05.030,2010,European journal of radiology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-19437452,Arsenic exposure induces genomic hypermethylation.,19437452,10.1002/tox.20497,2010,Environmental toxicology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-19350535,Heritability of age of onset of psychosis in schizophrenia.,19350535,10.1002/ajmg.b.30959,2010,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-28372601,Physical Chemistry at the University of Geneva.,28372601,10.2533/chimia.2009.807,2009,Chimia,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-28372599,Celebrating the 450th Anniversary of the Académie et Université de Genève: More than Two Centuries of Good Chemistry.,28372599,,2009,Chimia,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-26609824,"Influence of Guest-Host Interactions on the Structural, Energetic, and Mössbauer Spectroscopy Properties of Iron(II)tris(2,2'-bipyridine) in the Low-Spin and High-Spin States: A Density-Functional Theory Study of the Zeolite-Y Embedded Complex.",26609824,10.1021/ct800284g,2009,Journal of chemical theory and computation,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-20948674,Recent strategies to identify broadly neutralizing antibodies against influenza A virus.,20948674,10.3410/B1-12,2009,F1000 biology reports,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-20502546,"Determination of antibacterial and antioxidant potential of some medicinal plants from saurashtra region, India.",20502546,10.4103/0250-474X.57289,2009,Indian journal of pharmaceutical sciences,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-20149986,Serum heparan sulfate levels are elevated in endotoxemia.,20149986,10.1186/2047-783x-14-12-526,2009,European journal of medical research,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-20144354,Requirements for calibration in noninvasive glucose monitoring by Raman spectroscopy.,20144354,10.1177/193229680900300203,2009,Journal of diabetes science and technology,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-20041197,Genome-wide association data reveal a global map of genetic interactions among protein complexes.,20041197,10.1371/journal.pgen.1000782,2009,PLoS genetics,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-20018148,[Oram's sign for hip or pelvic disorder].,20018148,,2009,Ugeskrift for laeger,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-20011113,"Comprehensive functional analysis of Mycobacterium tuberculosis toxin-antitoxin systems: implications for pathogenesis, stress responses, and evolution.",20011113,10.1371/journal.pgen.1000767,2009,PLoS genetics,pi-backlog,no,no,yes,HPMI,Jeffrey Cox,metadata_ingested
pmid-20004163,Comprehensive molecular structure of the eukaryotic ribosome.,20004163,10.1016/j.str.2009.09.015,2009,"Structure (London, England : 1993)",pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19946657,Cryopreservation of in vitro grown shoot tips and apical meristems of the forage legume Arachis pintoi.,19946657,,2009,Cryo letters,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-19919306,Enhanced expression of dltABCD is associated with the development of daptomycin nonsusceptibility in a clinical endocarditis isolate of Staphylococcus aureus.,19919306,10.1086/648473,2009,The Journal of infectious diseases,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-19893557,New prospects for the rational design of antivirals.,19893557,10.1038/nm1109-1253,2009,Nature medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19880712,The very low penetrance of cystic fibrosis for the R117H mutation: a reappraisal for genetic counselling and newborn screening.,19880712,10.1136/jmg.2009.067215,2009,Journal of medical genetics,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-19874098,Hand hygiene compliance among health care staff and student nurses in a mental health setting.,19874098,,2009,Issues in mental health nursing,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19845314,Molecular docking screens using comparative models of proteins.,19845314,10.1021/ci9003706,2009,Journal of chemical information and modeling,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19842929,"Institutional Profile: The University of California Pharmacogenomics Center: at the interface of genomics, biological mechanisms and drug therapy.",19842929,10.2217/pgs.09.119,2009,Pharmacogenomics,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19840661,M2e-based universal influenza A vaccine.,19840661,10.1016/j.vaccine.2009.07.007,2009,Vaccine,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-19837376,Matrix protein 2 of influenza A virus blocks autophagosome fusion with lysosomes.,19837376,10.1016/j.chom.2009.09.005,2009,Cell host & microbe,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19821278,Endometrial resection / ablation techniques for heavy menstrual bleeding.,19821278,10.1002/14651858.CD001501.pub3,2009,The Cochrane database of systematic reviews,pi-backlog,no,no,yes,CViSB,Robert Garry,metadata_ingested
pmid-19821276,Laparoscopic surgery for pelvic pain associated with endometriosis.,19821276,10.1002/14651858.CD001300.pub2,2009,The Cochrane database of systematic reviews,pi-backlog,no,no,yes,CViSB,Robert Garry,metadata_ingested
pmid-19815875,Assessing the impact of indoor residual spraying on malaria morbidity using a sentinel site surveillance system in Western Uganda.,19815875,10.4269/ajtmh.2009.09-0126,2009,The American journal of tropical medicine and hygiene,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Scott Filler,metadata_ingested
pmid-19812322,An integrated systems analysis implicates EGR1 downregulation in simian immunodeficiency virus encephalitis-induced neural dysfunction.,19812322,10.1523/JNEUROSCI.3180-09.2009,2009,The Journal of neuroscience : the official journal of the Society for Neuroscience,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-19796496,Liver cell transplantation: basic investigations for safe application in infants and small children.,19796496,10.3727/096368909X470775,2009,Cell transplantation,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19768406,Attenuated influenza virus vaccines with modified NS1 proteins.,19768406,10.1007/978-3-540-92165-3_9,2009,Current topics in microbiology and immunology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19764944,House dust mite control measures for asthma.,19764944,10.1111/j.1398-9995.2009.02196.x,2009,Allergy,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19760129,A survey of integral alpha-helical membrane proteins.,19760129,10.1007/s10969-009-9069-8,2009,Journal of structural and functional genomics,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19759036,Assessing the root of bilaterian animals with scalable phylogenomic methods.,19759036,10.1098/rspb.2009.0896,2009,Proceedings. Biological sciences,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19735972,"Oil spill vulnerability assessment integrating physical, biological and socio-economical aspects: application to the Cantabrian coast (Bay of Biscay, Spain).",19735972,10.1016/j.jenvman.2009.07.013,2009,Journal of environmental management,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-19730696,Evolutionarily conserved herpesviral protein interaction networks.,19730696,10.1371/journal.ppat.1000570,2009,PLoS pathogens,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-19730674,Global motions of the nuclear pore complex: insights from elastic network models.,19730674,10.1371/journal.pcbi.1000496,2009,PLoS computational biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19726611,Strong interferon-inducing capacity of a highly virulent variant of influenza A virus strain PR8 with deletions in the NS1 gene.,19726611,10.1099/vir.0.015727-0,2009,The Journal of general virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19721456,The functional impairment of natural killer cells during influenza virus infection.,19721456,10.1038/icb.2009.60,2009,Immunology and cell biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19717639,"Repopulation efficiencies of adult hepatocytes, fetal liver progenitor cells, and embryonic stem cell-derived hepatic cells in albumin-promoter-enhancer urokinase-type plasminogen activator mice.",19717639,10.2353/ajpath.2009.090117,2009,The American journal of pathology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19710144,Identification of amino acid residues critical for the anti-interferon activity of the nucleoprotein of the prototypic arenavirus lymphocytic choriomeningitis virus.,19710144,10.1128/JVI.00763-09,2009,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19706713,The NS1 protein of the 1918 pandemic influenza virus blocks host interferon and lipid metabolism pathways.,19706713,10.1128/JVI.00330-09,2009,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19700637,Transcriptional responses of candida albicans to epithelial and endothelial cells.,19700637,10.1128/EC.00165-09,2009,Eukaryotic cell,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-19698277,Severe community-acquired pneumonia and PIRO: a new paradigm of management.,19698277,10.1007/s11908-009-0049-8,2009,Current infectious disease reports,pi-backlog,no,no,yes,SCRIPT,Richard Wunderink,metadata_ingested
pmid-19683036,Choose-long errors at delays shorter than the training delay persist when enhanced between-trial summation of duration memories are precluded in pigeons.,19683036,10.1016/j.beproc.2009.08.003,2009,Behavioural processes,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-19660616,Ventricular function in patients with transposition of the great arteries operated with arterial switch.,19660616,10.1016/j.amjcard.2009.04.029,2009,The American journal of cardiology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-19659646,Respiratory infections: a current and future threat.,19659646,10.1111/j.1440-1843.2009.01554.x,2009,"Respirology (Carlton, Vic.)",pi-backlog,no,no,yes,SCRIPT,Richard Wunderink,metadata_ingested
pmid-19659117,Model for elastic relaxation phenomena in finite 2D hexagonal molecular lattices.,19659117,10.1103/PhysRevLett.102.257204,2009,Physical review letters,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-19653995,An atomic model AAA-ATPase/20S core particle sub-complex of the 26S proteasome.,19653995,10.1016/j.bbrc.2009.07.145,2009,Biochemical and biophysical research communications,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19635865,Vicious circle: systemic autoreactivity in Ro52/TRIM21-deficient mice.,19635865,10.1084/jem.20091507,2009,The Journal of experimental medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19628187,Percutaneous coronary intervention complications and guide catheter size: bigger is not better.,19628187,10.1016/j.jcin.2009.05.012,2009,JACC. Cardiovascular interventions,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-19627137,Ground-state electronic structure of vanadium(III) trisoxalate in hydrated compounds.,19627137,10.1021/ic900613p,2009,Inorganic chemistry,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-19625461,Interferon priming enables cells to partially overturn the SARS coronavirus-induced block in innate immune activation.,19625461,10.1099/vir.0.013599-0,2009,The Journal of general virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19618344,Real-time tissue elastography in the diagnosis of autoimmune pancreatitis.,19618344,10.1055/s-0029-1214866,2009,Endoscopy,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19617271,Comparative effects of aliskiren-based and ramipril-based therapy on the renin system during long-term (6 months) treatment and withdrawal in patients with hypertension.,19617271,10.1177/1470320309342407,2009,Journal of the renin-angiotensin-aldosterone system : JRAAS,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-19616761,"Humanized mice for modeling human infectious disease: challenges, progress, and outlook.",19616761,10.1016/j.chom.2009.06.006,2009,Cell host & microbe,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19597361,Diagnosis of schizophrenia in latino populations: a comparison of direct interview and consensus based multi-source methods.,19597361,10.1097/NMD.0b013e3181aac935,2009,The Journal of nervous and mental disease,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-19590016,The histone gene activator HINFP is a nonredundant cyclin E/CDK2 effector during early embryonic cell cycles.,19590016,10.1073/pnas.0905651106,2009,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-19588344,Surgical approach to hysterectomy for benign gynaecological disease.,19588344,10.1002/14651858.CD003677.pub4,2009,The Cochrane database of systematic reviews,pi-backlog,no,no,yes,CViSB,Robert Garry,metadata_ingested
pmid-19587678,Nonconformity in ubiquitin compliance.,19587678,10.1038/emboj.2009.132,2009,The EMBO journal,pi-backlog,no,no,yes,HPMI,Michael Glickman,metadata_ingested
pmid-19587024,Alignment of multiple protein structures based on sequence and structure features.,19587024,10.1093/protein/gzp040,2009,"Protein engineering, design & selection : PEDS",pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19581588,Insights into the molecular architecture of the 26S proteasome.,19581588,10.1073/pnas.0905081106,2009,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19579105,The insidious problem inside: mental health problems of Aboriginal and Torres Strait Islander People in custody.,19579105,10.1080/10398560902948696,2009,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-19569087,Modification with organometallic compounds improves crossing of the blood-brain barrier of [Leu5]-enkephalin derivatives in an in vitro model system.,19569087,10.1002/cbic.200900157,2009,Chembiochem : a European journal of chemical biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19553439,Complexin-I is required for high-fidelity transmission at the endbulb of Held auditory synapse.,19553439,10.1523/JNEUROSCI.0632-09.2009,2009,The Journal of neuroscience : the official journal of the Society for Neuroscience,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-19552523,Analysis of Plasmodium falciparum var genes expressed in children from Papua New Guinea.,19552523,10.1086/600071,2009,The Journal of infectious diseases,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19537773,A compactly fused pi-conjugated tetrathiafulvalene-perylenediimide donor-acceptor dyad.,19537773,10.1021/ol901186n,2009,Organic letters,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-19536198,An atlas of chaperone-protein interactions in Saccharomyces cerevisiae: implications to protein folding pathways in the cell.,19536198,10.1038/msb.2009.26,2009,Molecular systems biology,pi-backlog,no,no,yes,HPMI,Nevan Krogan,metadata_ingested
pmid-19525551,Evidence for a shared nuclear pore complex architecture that is conserved from the last common eukaryotic ancestor.,19525551,10.1074/mcp.M900038-MCP200,2009,Molecular & cellular proteomics : MCP,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-19523969,Post-exposure treatment with nasal atropine methyl bromide protects against microinstillation inhalation exposure to sarin in guinea pigs.,19523969,10.1016/j.taap.2009.06.002,2009,Toxicology and applied pharmacology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-19521506,Influenza B virus ribonucleoprotein is a potent activator of the antiviral kinase PKR.,19521506,10.1371/journal.ppat.1000473,2009,PLoS pathogens,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-19521421,Mitochondrial targeting of tBid/Bax: a role for the TOM complex?,19521421,10.1038/cdd.2009.61,2009,Cell death and differentiation,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-19503776,Renin-angiotensin-aldosterone system in the elderly: rational use of aliskiren in managing hypertension.,19503776,10.2147/cia.s3216,2009,Clinical interventions in aging,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-19503593,Genome-wide fitness and expression profiling implicate Mga2 in adaptation to hydrogen peroxide.,19503593,10.1371/journal.pgen.1000488,2009,PLoS genetics,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-19494795,Pharmacokinetic analysis of capsaicin after topical administration of a high-concentration capsaicin patch to patients with peripheral neuropathic pain.,19494795,10.1097/FTD.0b013e3181a8b200,2009,Therapeutic drug monitoring,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
