paper_id,title,pmid,doi,year,journal,source_collections,in_current_program,in_hpmi,in_pi_backlog,center,pi_candidates,paper_status
pmid-41438749,Enhancing functional antibody responses against HIV envelope V1V2 through vaccine formulations.,41438749,10.3389/fimmu.2025.1722596,2025,Frontiers in immunology,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-41436260,"Understanding the pathogenesis of uveitis in Ebola virus disease survivors: an observational cohort and cross-sectional study protocol for clinical, molecular virologic and immunologic characterisation.",41436260,10.1136/bmjopen-2025-104843,2025,BMJ open,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-41431345,Seasonal Influenza Vaccine 2021/2022 Provides Limited Cross Reactivity Against Contemporary Swine Influenza A Virus Strains in Spain.,41431345,10.1111/irv.70158,2025,Influenza and other respiratory viruses,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41415465,Influenza A infection accelerates disease-associated microglia formation during physiological aging.,41415465,10.64898/2025.12.11.693336,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41406942,Systemic and mucosal immune signatures of protection against SARS-CoV-2 transmission in humans.,41406942,10.1016/j.xcrm.2025.102505,2025,Cell reports. Medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41399610,Cytotoxicity and virulence attributes of Pseudomonas aeruginosa isolates from case reports of patients with necrotizing pneumonia.,41399610,10.1016/j.rmcr.2025.102329,2025,Respiratory medicine case reports,pi-backlog,no,no,yes,SCRIPT,Richard Wunderink,metadata_ingested
pmid-41398167,Heterologous combinations of VSV-GP and native-like trimers elicit autologous Tier 2 HIV antibodies in rabbits.,41398167,10.1038/s41541-025-01334-3,2025,NPJ vaccines,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41392175,A non-spike nucleocapsid R204P mutation in SARS-CoV-2 Omicron XEC enhances inflammation and pathogenicity.,41392175,10.1038/s41467-025-67455-4,2025,Nature communications,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41380668,Transitions in lung microbiota landscape associate with distinct patterns of pneumonia progression.,41380668,10.1016/j.chom.2025.11.011,2025,Cell host & microbe,current-program,yes,no,no,,,metadata_ingested
pmid-41372116,"Author Correction: Treatment of liver cirrhosis using hepatocyte-derived liver progenitor-like cells: a prospective, open-label, single-arm, safety trial.",41372116,10.1038/s41421-025-00862-5,2025,Cell discovery,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41371938,"2025 Canadian Surgery Forum: Sept. 17-20, 2025.",41371938,10.1503/cjs.019325,2025,Canadian journal of surgery. Journal canadien de chirurgie,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41370723,Avian influenza in the context of a pandemic challenge.,41370723,10.24875/AIDSRev.M25000089,2025,AIDS reviews,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41368406,Custom-made dynamic 3-dimensional-printed prostheses for chest wall reconstruction: A multicenter study.,41368406,10.1016/j.xjtc.2025.09.010,2025,JTCVS techniques,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-41357305,Unifying proteomic technologies with ProteinProjector.,41357305,10.1093/bioadv/vbaf266,2025,Bioinformatics advances,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-41356346,"A Cell Metamodel Uncovers Mechanistic Drivers of Disease Phenotypes Across Molecular, Cellular, and Tissue Scales.",41356346,10.21203/rs.3.rs-7731109/v1,2025,Research square,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-41332811,Deconvolving SARS-CoV-2 mRNA vaccine impact on immunotherapy-related survival in a pandemic.,41332811,10.1101/2025.11.21.25340753,2025,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,HPMI,Michael Glickman,metadata_ingested
pmid-41332603,Drug-induced phospholipidosis as an artifact in antiviral drug repurposing.,41332603,10.1101/2025.11.20.689520,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41332588,Unconventional linkers facilitate potent stabilized coronavirus stem antibody responses following nanoparticle vaccination.,41332588,10.1101/2025.11.19.689216,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41331088,Karyopherins remodel the dynamic organization of the nuclear pore complex transport barrier.,41331088,10.1038/s41556-025-01812-9,2025,Nature cell biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-41327175,Improving understanding of capacity to consent to sensitive HIV biomedical prevention research among adolescents and their parents or guardians in Rakai Uganda (ICARE): a quasi-experimental nonequivalent groups design protocol.,41327175,10.1186/s12910-025-01342-x,2025,BMC medical ethics,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41314738,Ensemble Bayesian modelling with dynamic population to estimate excess deaths due to extreme temperatures.,41314738,10.1016/j.sste.2025.100760,2025,Spatial and spatio-temporal epidemiology,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41303276,Diagnostic Pitfalls of CT in Malignant Superior Cerebellar Artery Infarction: Implications for Treatment Decisions and Future Management Strategies.,41303276,10.3390/jcm14228229,2025,Journal of clinical medicine,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41302080,Acute Sulcal FLAIR Hyperintensity in Severe Tick-Borne Encephalitis: A Potential Prognostic Marker.,41302080,10.3390/life15111655,2025,"Life (Basel, Switzerland)",pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41300194,Early Prediction of Cerebral Vasospasm After Aneurysmal Subarachnoid Hemorrhage Using a Machine Learning Model and Interactive Web Application.,41300194,10.3390/brainsci15111187,2025,Brain sciences,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41282925,Microbial cell-free DNA sequencing of bronchoalveolar lavage fluid improves diagnostic yield and may add clinical utility in immunocompromised patients with severe pneumonia.,41282925,10.1101/2025.11.05.25339543,2025,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-41282739,Human genetic variation associates with infection by derived Ugandan M. tuberculosis lineage.,41282739,10.1101/2025.10.31.25339263,2025,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,HPMI,Nevan Krogan,metadata_ingested
pmid-41280073,Umbilical Cord Blood Cell Transcriptional and Methylation Signatures at Birth Are Associated with BPD Development.,41280073,10.1101/2025.11.04.686323,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41279793,Bayesian multi-state multi-condition modeling of a protein structure based on X-ray crystallography data.,41279793,10.1101/2025.10.07.680994,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-41279697,Identification and characterization of a SARS-CoV-2 M (pro) G23 deletion ensitrelvir-resistant mutant.,41279697,10.1101/2025.09.30.679586,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41279668,Disease modulation by TIV vaccination during secondary pneumococcal infections in influenza-infected mice.,41279668,10.1101/2025.10.16.682853,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-41279452,In silico analysis of the Chikungunya virus and SARS-CoV-2 Macrodomain.,41279452,10.1101/2025.10.10.681726,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-41279404,GhostFold: Accurate protein structure prediction using structure-constrained synthetic coevolutionary signals.,41279404,10.1101/2025.10.13.682177,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41279160,"Discovery of AVI-6451, a Potent and Selective Inhibitor of the SARS-CoV-2 ADP-Ribosylhydrolase Mac1 with Oral Efficacy in vivo.",41279160,10.1101/2025.10.11.681833,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41278889,Biologically informed neural network models are robust to spurious interactions via self-pruning.,41278889,10.1101/2025.10.24.684155,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41278878,A Single-Cell Atlas of Transcriptional and Immunoglobulin Repertoire Evolution in Early B Cell Development.,41278878,10.1101/2025.10.08.681095,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41278696,A cocktail of SARS-CoV-2 spike stem helix domain and receptor binding domain human monoclonal antibodies prevent the emerge of viral escape mutants.,41278696,10.1101/2025.10.16.682699,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41271759,Immunogenicity and efficacy of homologous and heterologous NDV and MVA SARS-CoV-2 vaccines in mice and hamsters.,41271759,10.1038/s41541-025-01299-3,2025,NPJ vaccines,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41268712,"A Phase 1 study of the safety, tolerability, and pharmacokinetics of ALG-000184 (pevifoscorvir sodium), a novel Class E capsid assembly modulator, in healthy participants.",41268712,10.1177/13596535251392955,2025,Antiviral therapy,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41266370,Combinatorial protein engineering identifies potent CRISPR activators with reduced toxicity.,41266370,10.1038/s41467-025-65986-4,2025,Nature communications,pi-backlog,no,no,yes,HPMI,Nevan Krogan,metadata_ingested
pmid-41259308,A study protocol for the assessment of antibiotic use and bacterial antimicrobial resistance among children under five years of age: Implications for a resource-limited setting.,41259308,10.1371/journal.pone.0330402,2025,PloS one,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-41258893,The Mac1 ADP-ribosylhydrolase is a therapeutic target for SARS-CoV-2.,41258893,10.7554/eLife.103484,2025,eLife,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41258531,Establishment and characterization of a novel cell line ICH-BCPALL-3 from B cell precursor acute lymphoblastic leukemia with TCF3::HLF.,41258531,10.1007/s13577-025-01318-4,2025,Human cell,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41256720,Genome-wide screen in Mycobacterium tuberculosis infected macrophages reveals innate regulation of antibacterial mediators by IRF2.,41256720,10.1101/2025.09.26.678671,2025,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41256685,Multivariate analysis of glycogenes reveals coordinated regulation of immunoglobulin glycosylation in an immortalized human B cell system.,41256685,10.1101/2025.09.30.679651,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41256554,Rational Design of Multiclade Coronavirus Spike Immunodominant Domain Nanoparticles to Elicit Broad Antibody Responses.,41256554,10.1101/2025.10.01.679649,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-41255911,Motivations to conduct research and burnout in medical education: a mixed methods study of students and residents.,41255911,10.36834/cmej.80435,2025,Canadian medical education journal,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41249169,Characterizing and controlling CRISPR repair outcomes in nondividing human cells.,41249169,10.1038/s41467-025-66058-3,2025,Nature communications,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41247781,The role of co-infection in the pathogenesis of acute SARS-CoV-2 infection and development of post-acute sequelae: A perspective.,41247781,10.7554/eLife.106308,2025,eLife,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41244965,What is the role of advanced physiotherapy practice for adults in urgent care and emergency department settings? A scoping review protocol.,41244965,10.12688/hrbopenres.14245.1,2025,HRB open research,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-41240951,The effect of long-acting cabotegravir and rilpivirine treatment on drug resistance in South Africa: a modelling study.,41240951,10.1016/S2214-109X(25)00350-X,2025,The Lancet. Global health,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41218608,An adversarial scheme for integrating multi-modal data on protein function.,41218608,10.1016/j.cels.2025.101444,2025,Cell systems,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-41218566,Pharmacological reprogramming of plitidepsin as a SARS-CoV-2 inhibitor.,41218566,10.1016/j.mam.2025.101412,2025,Molecular aspects of medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41212055,Minimalistic transcriptomic signatures permit accurate early prediction of COVID-19 mortality.,41212055,10.1172/jci.insight.195436,2025,JCI insight,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Elaine Reed,metadata_ingested
pmid-41208909,Outcomes of a mental health screening program for adults with congenital heart disease.,41208909,10.1016/j.ijcchd.2025.100623,2025,International journal of cardiology. Congenital heart disease,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41208107,Shared and distinct responses of human and murine alveolar macrophages and monocyte-derived macrophages to Mycobacterium tuberculosis.,41208107,10.1093/immhor/vlaf051,2025,ImmunoHorizons,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41198952,An updated evolutionary classification of CRISPR-Cas systems including rare variants.,41198952,10.1038/s41564-025-02180-8,2025,Nature microbiology,pi-backlog,no,no,yes,HPMI,Jennifer Doudna,metadata_ingested
pmid-41194027,"Active and resolved HCV infections among people with new HIV-1 diagnoses in Germany, 2009-2019.",41194027,10.1186/s12879-025-12025-8,2025,BMC infectious diseases,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41193418,"Treatment of liver cirrhosis using hepatocyte-derived liver progenitor-like cells: a prospective, open-label, single-arm, safety trial.",41193418,10.1038/s41421-025-00831-y,2025,Cell discovery,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41193181,Infectious bursal disease virus (IBDV) as a novel oncolytic virotherapy in glioblastoma.,41193181,10.1136/jitc-2025-011741,2025,Journal for immunotherapy of cancer,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41190814,Transient lung eosinophilia during breakthrough influenza infection in vaccinated mice is associated with protective and balanced Type 1/2 immune responses.,41190814,10.1128/jvi.00965-25,2025,Journal of virology,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-41184930,Successful prehospital extracorporeal cardiopulmonary resuscitation in pediatric cardiac arrest - a case report.,41184930,10.1186/s13049-025-01505-0,2025,"Scandinavian journal of trauma, resuscitation and emergency medicine",pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41176943,Patient-reported quality of life and perceived disease burden in mexican patients with neuromyelitis optica spectrum disorder: a cross-sectional analysis.,41176943,10.1016/j.msard.2025.106818,2025,Multiple sclerosis and related disorders,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-41171885,Mycobacterium tuberculosis triggers reduced inflammatory cytokine responses and virulence in mice lacking Tax1bp1.,41171885,10.1371/journal.ppat.1012829,2025,PLoS pathogens,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41165411,The mevalonate pathway of isoprenoid biosynthesis supports metabolic flexibility in Mycobacterium marinum.,41165411,10.1128/jb.00287-25,2025,Journal of bacteriology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41162684,Systematic data capture reduces the need for source data verification: exploratory analysis from a phase 2 multicenter randomized controlled platform trial.,41162684,10.1038/s43856-025-01126-9,2025,Communications medicine,current-program,yes,no,no,,,metadata_ingested
pmid-41157585,Intra-Host Evolution of SARS-CoV-2 During Persistent Infection of Pediatric COVID-19 Patients.,41157585,10.3390/v17101313,2025,Viruses,current-program,yes,no,no,,,metadata_ingested
pmid-41142120,Integrative multi-omics analysis in vivo identifies influenza virus host factors.,41142120,10.1016/j.isci.2025.113644,2025,iScience,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41141506,Liquid Biopsy-Multiomics Link Adhesion Pathway Dysregulation to Kidney Injury Severity.,41141506,10.1016/j.ekir.2025.07.021,2025,Kidney international reports,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41138561,Establishing normative data for EpiTrack Junior in Danish pediatric population - an international comparison.,41138561,10.1016/j.yebeh.2025.110759,2025,Epilepsy & behavior : E&B,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41115200,A national randomized controlled trial of the impact of public Montessori preschool at the end of kindergarten.,41115200,10.1073/pnas.2506130122,2025,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-41100670,Integrative mapping reveals molecular features underlying the mechanism of nucleocytoplasmic transport.,41100670,10.1073/pnas.2507559122,2025,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-41091914,An intramuscular prime and mucosal boost vaccine regimen protects against lethal clade 2.3.4.4b H5N1 challenge in cynomolgus macaques.,41091914,10.1126/scitranslmed.ady2282,2025,Science translational medicine,current-program,yes,no,no,,,metadata_ingested
pmid-41085763,Major genic factors influencing nitrogen response in rice revealed through in-silico characterization and expression dynamics of a set of novel candidate genes.,41085763,10.1007/s11033-025-11139-1,2025,Molecular biology reports,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41078091,Predictors of Long-Term Alcohol Use Disorder Treatment Receipt Among Middle-Aged and Older Adults With Problematic Alcohol Use.,41078091,10.1111/dar.70021,2025,Drug and alcohol review,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41060012,Bioluminescent reporter influenza A viruses to track viral infections.,41060012,10.1128/spectrum.02150-25,2025,Microbiology spectrum,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41056541,"A Personalized and Smartphone-Based Serious Gaming App Targeting Cognitive Impairments in Alcohol Use Disorder: Double-Blinded, Randomized Controlled Efficacy Trial Among Outpatients.",41056541,10.2196/67167,2025,JMIR mental health,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41051902,Covalent Probes Reveal Small-Molecule Binding Pockets in Structured RNA and Enable Bioactive Compound Design.,41051902,10.1021/jacs.5c11898,2025,Journal of the American Chemical Society,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41044023,Interconnectivity of mitochondrial protein biogenesis and quality control.,41044023,10.1016/j.tibs.2025.09.004,2025,Trends in biochemical sciences,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41039152,Publisher Correction: Multimodal cell maps as a foundation for structural and functional genomics.,41039152,10.1038/s41586-025-09648-x,2025,Nature,pi-backlog,no,no,yes,HPMI,Andrej Sali;Trey Ideker,metadata_ingested
pmid-41039053,Trends in Postsecondary Enrollment During the COVID-19 Pandemic: A Research Note.,41039053,10.1215/00703370-12246521,2025,Demography,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41034576,A miniature CRISPR-Cas10 enzyme confers immunity by inhibitory signalling.,41034576,10.1038/s41586-025-09569-9,2025,Nature,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41023298,Escalating risk-taking is linked to emotional habituation.,41023298,10.1038/s44271-025-00319-1,2025,Communications psychology,pi-backlog,no,no,yes,HPMI,Michael Glickman,metadata_ingested
pmid-41023166,Public trust in science has declined since COVID - virologists need to unite around safety standards.,41023166,10.1038/d41586-025-03151-z,2025,Nature,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41006602,HIV-induced T cell quiescence and the origins of viral latency.,41006602,10.1038/s41590-025-02282-9,2025,Nature immunology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41000880,"The DREAM complex links somatic mutation, lifespan, and disease.",41000880,10.1101/2025.09.15.676396,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40997178,From reactive to proactive: Continuous protein monitoring for preventive health care.,40997178,10.1126/science.ady6497,2025,"Science (New York, N.Y.)",current-program,yes,no,no,,,metadata_ingested
pmid-40989185,Swine influenza-modified pulmonary microbiota.,40989185,10.3389/fcimb.2025.1634469,2025,Frontiers in cellular and infection microbiology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40988308,Orthotropic characterization of trabecular bone remodeling in human femur: A biomechanical study.,40988308,10.1177/09544119251375787,2025,"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of engineering in medicine",pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-40987742,"Ventilator-associated pneumonia biomarker evaluation (VIBE) study: protocol for a prospective, observational, case-cohort study.",40987742,10.1136/bmjopen-2025-110019,2025,BMJ open,pi-backlog,no,no,yes,SCRIPT,Richard Wunderink,metadata_ingested
pmid-40986708,A Cornucopia of Plasma Proteomics in Moderate-Severity Community-acquired Pneumonia.,40986708,10.1164/rccm.202507-1734ED,2025,American journal of respiratory and critical care medicine,current-program,yes,no,no,,,metadata_ingested
pmid-40978136,A human H5N1 influenza virus expressing bioluminescence for evaluating viral infection and identifying therapeutic interventions.,40978136,10.1016/j.isci.2025.113402,2025,iScience,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40977378,Large language models accurately identify immunosuppression in intensive care unit patients.,40977378,10.1093/jamia/ocaf141,2025,Journal of the American Medical Informatics Association : JAMIA,current-program,yes,no,no,,,metadata_ingested
pmid-40973595,"The fallopian tube and its pathology: Paratubal cysts, tubal torsion, and pelvic inflammatory disease.",40973595,10.1016/j.sempedsurg.2025.151540,2025,Seminars in pediatric surgery,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-40964346,Hydrophobic interactions of FG-nucleoporins are required for dilating nuclear membrane pores into selective transport channels after mitosis.,40964346,10.1101/2025.09.08.674396,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-40964291,Translating clinical gene sequencing into a foundational representation of tumor subtype.,40964291,10.1101/2025.09.08.674723,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40964040,Versatile wastewater monitoring of pathogens and antimicrobial resistance enabled by metatranscriptomics and long-read metagenomics.,40964040,10.21203/rs.3.rs-7492978/v1,2025,Research square,current-program,yes,no,no,,,metadata_ingested
pmid-40963760,Cryptic spread of SARS-CoV-2 undermined targeted travel restrictions.,40963760,10.1101/2025.08.29.25334701,2025,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-40962430,Multi-omics profiling in severe pneumonia: the importance of robust study design.,40962430,10.1183/13993003.00760-2025,2025,The European respiratory journal,current-program,yes,no,no,,,metadata_ingested
pmid-40962401,"Five-decade prevalence of delirium in pneumonia, risk factors and associated mortality: a systematic review and meta-analysis.",40962401,10.1183/16000617.0111-2025,2025,European respiratory review : an official journal of the European Respiratory Society,current-program,yes,no,no,,,metadata_ingested
pmid-40962062,Quality assessment of 2705 treatment plans in the randomised Danish Breast Cancer Group Skagen trial 1.,40962062,10.1016/j.radonc.2025.111142,2025,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40959385,SpyTag/SpyCatcher-mediated protein ubiquitination to investigate 20S and 26S proteasomal degradation.,40959385,10.1039/d5sc05440k,2025,Chemical science,pi-backlog,no,no,yes,HPMI,Michael Glickman,metadata_ingested
pmid-40956625,Maintenance DNA methylation is required for induced Treg reparative function following viral pneumonia in mice.,40956625,10.1172/JCI192925,2025,The Journal of clinical investigation,current-program,yes,no,no,,,metadata_ingested
pmid-40950134,Data-optimal scaling of paired antibody language models.,40950134,10.1101/2025.09.02.673765,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-40950045,Lymphangiogenesis driven by VEGF-C reshapes tumor immune landscape and enables tumor eradication by viral immunotherapy.,40950045,10.1101/2025.08.27.672466,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40934267,A curriculum learning approach to training antibody language models.,40934267,10.1371/journal.pcbi.1013473,2025,PLoS computational biology,current-program,yes,no,no,,,metadata_ingested
pmid-40931632,"Welsh, González, and Negulescu share Lasker Award recognizing transformative treatments for people with cystic fibrosis.",40931632,10.1172/JCI198727,2025,The Journal of clinical investigation,current-program,yes,no,no,,,metadata_ingested
pmid-40930847,Exploring the role of gender on treatment outcomes in older adults with alcohol use disorder.,40930847,10.1111/acer.70164,2025,"Alcohol, clinical & experimental research",pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40929617,Identification of Targetable EGFR Mutations in Ovarian Cancer.,40929617,10.1200/PO-25-00390,2025,JCO precision oncology,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Melissa Johnson,metadata_ingested
pmid-40913906,[(18)F]FDG-PET provides insights into the liver-brain axis and confirms SUV(gluc) as a surrogate for MR(Glu) in a mouse model of liver fibrosis.,40913906,10.1016/j.nucmedbio.2025.109095,2025,Nuclear medicine and biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-40909530,Single-Cell Network Analysis Identifies CLEC4E as a Key Mediator of Proinflammatory mDC Responses in Influenza Infection.,40909530,10.1101/2025.08.21.671587,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-40907479,Respiratory Syncytial Virus Epidemiology and Clinical Characteristics among Young Children Hospitalized in Sierra Leone.,40907479,10.4269/ajtmh.24-0845,2025,The American journal of tropical medicine and hygiene,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-40894688,Dose-dependent interferon programs in myeloid cells after mRNA and adenovirus COVID-19 vaccination.,40894688,10.1101/2025.08.15.668720,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-40888737,Ticagrelor and Aspirin or Aspirin Alone after Coronary Surgery for Acute Coronary Syndrome.,40888737,10.1056/NEJMoa2508026,2025,The New England journal of medicine,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40883018,Context-dependent phosphorylation of CSDE1 drives interactions with ribosomes.,40883018,10.1261/rna.080604.125,2025,"RNA (New York, N.Y.)",pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-40865570,The late stages of yeast mitoribosome large subunit biogenesis.,40865570,10.1016/j.bbamcr.2025.120051,2025,Biochimica et biophysica acta. Molecular cell research,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-40865529,Human monoclonal antibodies targeting A35 protect from death caused by mpox.,40865529,10.1016/j.cell.2025.08.004,2025,Cell,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-40858219,Quality of life assessment instruments used in clinical trials for alcohol use disorder: A systematic review.,40858219,10.1016/j.josat.2025.209793,2025,Journal of substance use and addiction treatment,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40846711,Anti-restriction functions of injected phage proteins revealed by peeling back layers of bacterial immunity.,40846711,10.1038/s41467-025-63056-3,2025,Nature communications,pi-backlog,no,no,yes,HPMI,Danielle Swaney,metadata_ingested
